row_index,claim,cluster_id,membership_prob
6900,"Congress is trying to roll back the 30% solar tax credit—and if they succeed, it could cost homeowners thousands and devastate solar companies.",-1,0.0
6901,"Without it: 250K jobs lost, energy bills skyrocket.",81,1.0
6902,"Energy tax credits have played a critical role in expanding energy efficiency upgrades for homeowners, affordable housing providers, and community institutions like houses of worship. A proposal in the latest reconciliation bill would remove these credits.",81,0.9759193617177175
6903,"Up to $2,000 off heat pump water heaters, 30% tax credit for solar panels & battery storage, up to $600 for electric panel upgrades, and other available savings.",91,0.9134270974730184
6904,Hundreds of local jobs for hardworking Hoosiers; increased tax revenue; revenue for local landowners.,63,0.9427900407894177
6905,"Energy companies stopped investing in offshore wind due to government promotion of expensive, less reliable energy sources that harmed businesses and families and cost taxpayers money.",-1,0.0
6906,Cutting them would delay critical projects and raise costs for families already stretched thin.,-1,0.0
6907,"The Senate budget bill ends the 30% residential solar tax credit and could add a new 10-20% tax on solar, which would be an outrageous attack on energy savings and independence.",-1,0.0
6908,"Utah schools are relying on energy tax credits to invest in cost-effective ground-source heat pump and solar energy systems in new and renovated schools - in Davis School District, these investments have reduced school operating costs from $60,000 to $80,000 down to $20,000 a year.",91,0.6615363621673913
6909,"Kansas schools are using energy tax credits to lower their operating costs - in some cases, saving enough to fund a full-time teacher. The latest reconciliation bill proposal would strip away these credits and tax schools for going solar.",-1,0.0
6911,"Rural electric in Kansas is generated from sources including nuclear, hydro, coal, wind, natural gas, diesel, and solar resources.",75,0.43941516784610063
6912,"The Senate's reconciliation plan threatens energy tax credits that schools rely on to invest in cost-saving technologies like storage and solar energy systems, and would instead tax schools for going solar.",-1,0.0
6913,Thousands of good-paying jobs are at risk if Senator Dave McCormick votes to cut American solar manufacturing tax credits in the reconciliation bill.,-1,0.0
6914,"The House-backed bill weakens the very tax credits that support U.S. jobs, promote innovation, and strengthen our national security. Pulling the rug from under our American manufacturers would hand our energy edge over to China.",-1,0.0
6915,"Solar energy manufacturing tax credits support U.S. jobs, lower energy costs, and defeat China’s grip on the solar supply chain.",-1,0.0
6916,"After only a year, the Agrivoltaics Retrofit Partnership project showed that we can grow a variety of crops under a solar array that wasn’t originally designed for planting, even if the site is in bad shape to start.",86,0.7363702717001476
6918,"Utility-scale solar projects tunnel thousands (and more often, millions) of dollars of revenue back to their community. Agricultural Economics professor Larry DeBoer from Purdue University studied nine solar energy projects in eight Indiana counties to estimate this effect, and details how impactful these utility-scale projects truly are.",86,0.32270523201073353
6921,Higher energy costs for American families. Fewer jobs for American workers. That’s what’s at stake if the Senate cuts critical solar investments and hands global energy dominance to China.,-1,0.0
6922,"Each Invenergy project represents millions of dollars in new investment for local communities in the form of landowner leases, new jobs, and increased economic activity during the projects’ construction. Wisconsin’s utility aid payment program supports local government budgets with additional revenue throughout the operational life of the projects, which translates to more funding for local priorities, from infrastructure to first responder support and educational investment.",-1,0.0
6923,"It has solar and hand crank charging, built-in cables, a wireless pad, and can keep 7 devices powered when everything else fails. It is trusted by over 80,000 customers.",-1,0.0
6924,"The Salt Lake Chamber joins other Utah business leaders warning of potentially dire economic impacts if the U.S. Senate moves ahead with plans to cut clean energy tax credits. Cuts that could cost the state up to 7,500 jobs — and threaten U.S. energy dominance.",81,0.7326919969792608
6926,"This policy helps keep people employed, supports small businesses, and powers long-term energy resilience in our state. More than 21,000 solar jobs are at risk in Florida.",-1,0.0
6927,"Solar and energy storage are already helping families lower bills; new projects are the fastest and most affordable way to bring new energy online; thanks to tax credits, homeowners are saving hundreds a year on heating and electric bills; if Congress eliminates these investments, there will be delays and higher utility bills in the communities that can least afford it.",-1,0.0
6928,"Keep America competitive, don’t give our energy strength to China and others, protect American jobs and keep energy costs low.",84,0.8408390759805789
6929,Thousands of good-paying jobs are at risk if Senator Jon Husted votes to cut American solar manufacturing credits in the reconciliation bill.,-1,0.0
6930,Thousands of good-paying jobs in North Carolina are at risk if Senator Tillis votes to cut solar manufacturing tax credits.,-1,0.0
6931,Solar energy in DeKalb County is creating new opportunities for local workers.,86,0.32270523201073353
6932,Burr Oak Solar is the latest chapter in America’s energy story.,96,1.0
6934,California's clean energy waits years to connect. Texas deployed three times more cheap solar than California in 2024.,72,1.0
6935,Thousands of good-paying jobs are at risk if Senator John Curtis votes to cut American solar manufacturing credits in the reconciliation bill.,-1,0.0
6937,Farmers can earn a valuable stable income by exercising their private property rights and participating in a wind farm or solar park.,51,0.7707098236695517
6938,"Solar panels use WAY LESS land per unit of energy than ethanol corn, according to a new report, approximately 30 times less.",86,0.2692179767547157
6939,"Winona Area Public Schools School Board Member Karl Sonneman and Kevin Bright of Kraus-Anderson Construction Company share how energy tax credits are helping to make schools healthier, more cost-effective learning environments for students and create job opportunities for the community.",-1,0.0
6940,"Energy tax credits are helping build new U.S.-based energy projects, lower utility costs, reduce reliance on foreign supply chains, and support hardworking families and retirees who can’t afford higher electricity bills.",81,1.0
6941,"Teaching kids the value of clean energy and caring for the Earth; solar panels can help power a better future; saving on electricity, being perfect for science projects, boosting education, and building a greener planet are benefits of teaching kids about solar energy.",85,1.0
6942,"A proposed federal budget in the U.S. House aims to end the 30% solar tax credit, which could cost you thousands in savings. Zach Schalk warns that the bill will make the air dirtier, water less clean, Hoosiers sicker, and is not good policy. The credit is essential for Hoosiers to go solar, especially since Indiana lacks strong local incentives. With 4,000 solar jobs in Indiana at risk, and rising energy costs, we need to protect these crucial investments.",91,0.6492589709253719
6944,"We can advocate at the state and local level for clean energy policies, make small affordable changes like getting an induction hot plate, or big changes like going solar.",64,0.37752636766014075
6945,"This system gives students hands-on experience growing, harvesting, and cooking food, bringing real-world learning into the kitchen classroom and encouraging healthy habits from a young age.",103,0.9834497230582353
6946,The largest solar manufacturing facility in North America is in Ohio; FirstSolarInc also has a $1.1 billion manufacturing plant in Alabama and one in Louisiana; we’re creating homegrown energy and employing thousands of workers.,95,0.6413007967081207
6948,Ohio's solar industry is booming.,-1,0.0
6949,The numbers tell a different story: farmland around wind and solar projects has tended to remain in farming over the years.,-1,0.0
6950,"Solar permitting reform is now moving forward, making it easier and more affordable for families to go solar.",-1,0.0
6951,"She introduced HB 683 to make solar installations faster, cheaper, and safer for homeowners in Miami-Dade and across the state.",95,0.6290391416928186
6952,"Schools, churches, and local governments are using clean energy tax credits to lower costs and reinvest in their communities. Millions are saved on utility bills, more funding is provided for teachers and students, and lower energy costs benefit seniors and vulnerable families. These policies keep classrooms warm, create jobs, and help people avoid impossible choices between food, medicine, and heat.",81,0.9267971671379053
6955,"The International Energy Agency expects that global net-zero would quadruple total mineral demand from 2020 levels, with demand doubling for copper, nickel, cobalt, and rare earths. Graphite demand would triple and lithium demand would increase by a factor of ten. That would need 50 more lithium mines, 60 more nickel mines, and 17 more cobalt mines — by 2030, no less. Inflation Reduction Act subsidies juiced demand for lithium (up 15 percent), nickel (up 14 percent), cobalt (up 13 percent), and copper (up 12 percent) compared to pre-IRA projections.",32,0.9758937521330387
6956,"With new solar compensation changes potentially coming this fall, now's the perfect time to understand how these five elected officials impact your wallet every month.",91,0.5167156773638023
6957,Wind energy forms the backbone of our power grid in Iowa. American energy credits - supported by Republicans and Democrats - have made Iowa a leader in wind energy generation over the past two decades.,75,1.0
6958,"Properly sited wind and solar projects are delivering tax dollars, jobs, and American energy to local communities – and cleaner air and water.",51,0.6347360140119808
6959,It is lightweight and eco-friendly.,5,0.7383409756741376
6961,The state's strong desert sun powers our robust agricultural economy and serves as a source of power for thousands of our homes.,-1,0.0
6962,"Deb promises to fight for smart investments in solar energy development that address climate change, increase affordable housing options, and protect access to affordable healthcare and reliable food assistance. She knows the challenges communities face because she has lived them.",87,1.0
6964,Gain energy independence. Stay powered during outages. Enjoy near-zero maintenance. The sun rises every day. Gas runs out. Incentives are disappearing fast.,80,1.0
6965,We're looking for the houses with the most sun in Leominster and the surrounding area.,-1,0.0
6966,"The 'Zero Upfront Cost Solar Initiative' and the 'Solar For All' program allow homeowners to switch to solar without spending extra out-of-pocket, cut electric bills by up to 95%, and provide financial stability and predictability with lower energy bills. Many homeowners save $200-$300 per month over the lifetime of their system. The program is designed to provide relief to Colorado homeowners in a difficult financial landscape, and it operates on a 'first-come, first-served' principle. Reports indicate that countless families have managed to save between $200 and $300 monthly, thereby ensuring greater financial stability and predictability in their household budgeting.",91,0.44961102765213684
6967,"Every wind project built in our state contributes to local tax revenue, generates millions in landowner payments, and adds carbon-free energy to our grid.",77,1.0
6968,"Let's keep energy costs low, jobs protected, and futures ensured.",-1,0.0
6971,"The 42800mAh Solar Power Bank charges with the sun and wirelessly powers your devices on the go. Perfect for travel, camping, or just forgetting your charger.",-1,0.0
6973,Our survey finds this is a winning issue – with 66% support of New Yorkers and 74% of state Democrats. Our new Empire State poll also finds nearly 6 in 10 in NY voters oppose the state’s current posture that blocks new natural gas pipelines from Pennsylvania to support regional reliability and lower cost.,-1,0.0
6974,"Clean energy investments are strengthening Alaska's energy independence and lowering costs for families. Now, they're at risk.",-1,0.0
6975,"Indiana’s State Utility Forecasting Group estimates the state will see an average of 85 megawatts of increased peak demand per year, equivalent to the needs of 14,500 new homes that will need power annually.",74,0.5522856730022699
6976,"Paris Solar-Battery Park has reached commercial operations for We Energies, Wisconsin Public Service, and Madison Gas and Electric, becoming the state’s first large-scale energy storage facility.",-1,0.0
6977,"It is waterproof, allows charging with solar energy or wireless/wired charging, and comes with a built-in flashlight.",-1,0.0
6978,Thousands of good-paying jobs in Alaska and all across America are at risk if Senator Lisa Murkowski votes to cut American solar manufacturing credits in the reconciliation bill.,-1,0.0
6980,"Most of my neighbors have solar power systems because the available electricity is unstable, and we would like to follow suit, relying on solar energy rather than the grid. Solar installations can provide shade for vineyards and enable farmers to sell excess energy back to the grid for additional income. Angela and Nick have 100 acres of land, and they are excited to explore how solar energy can be integrated into their farming practices.",86,0.3355681336603613
6981,We’ve met with farmers and ranchers across America who love hosting renewables.,51,1.0
6982,"In this area, people didn't have electricity until about 10 years ago. The service providers don't come to this area. Utility bills are very high because the area is remote. There have been droughts that prevent farming. The closest grocery store is 37 miles away, so shopping is limited.",-1,0.0
6983,"The facility is powered by a combination of solar energy, biogas, and a thermal energy bridge, manages over 190 million gallons of wastewater daily, cuts CO₂ emissions by 95%, and reduces embodied carbon by 58%.",2,1.0
6984,All attendees will enjoy a complimentary dinner and receive insightful information on how to reduce energy bills.,103,1.0
6985,Moves to roll back clean energy tax credits.,-1,0.0
6986,Autumn Long has seen solar energy bring new jobs and help people save money in communities that grew up around coal mining.,86,0.26485749992737545
6987,"Clean energy tax credits supporting solar, battery, and heat pump projects face rollback.",81,0.8343680127358664
6988,Nicholas County Solar & Deep Lake Energy Center are creating hundreds of jobs in West Virginia.,96,1.0
6989,"Many of our solar projects incorporate pollinator-supporting grasses, shrubs, and wildflowers on-site, which serve as habitats for pollinators and other prairie-dwelling wildlife.",12,1.0
6990,"The 'One Big Beautiful Bill Act' would increase annual energy bills, reduce America’s clean energy workforce, and decrease new electricity capacity by at least 330 GW.",-1,0.0
6992,Eliminating it means higher costs and fewer choices.,57,1.0
6993,"Expanding wind and solar generation helps reduce our reliance on dirty and foreign energy, which in turn helps reduce greenhouse emissions that are warming the planet and changing the climate. Recurrent flooding from rising sea levels represents an existential threat to the region.",68,1.0
6996,"The current benefit is available through 2025; the tax credits could be terminated 180 days after the bill passes, which could happen as early as July; many installations have benefited from this credit, making clean energy more affordable and achievable.",-1,0.0
6997,"Clean energy investments are helping small businesses save money across the state. After installing solar, Heather's energy bills dropped from $1000 a month to $0 a month.",91,1.0
6998,"Sun-Ways has designed a removable system that can be placed on railway lines that are open to traffic and can install nearly 1,000 square metres of solar panels in a few hours.",95,0.6934595517017591
7000,"If you live in South Central / South Los Angeles, you could qualify for FREE, government-funded SMART energy upgrades: free solar & roof repairs, free cool roofs, and free service panel upgrades for your home - all through nonprofit GRID Alternatives Greater Los Angeles.",91,0.5348380537618003
7001,"With over 300 sunny days each year, solar energy has offered a clear path to lower utility bills, greater energy independence, and a cleaner environment.",92,0.9580148549931694
7002,"West Virginians already have high utility bills – and now AEP wants to raise electric bills again by over 13%, while slashing solar credits that save rate-payers money.",74,1.0
7003,The GOP Megabill could slash clean energy investments.,71,0.9639770402794424
7004,Clean energy like solar or wind have become a financial lifeline in rural areas.,-1,0.0
7005,Cutting clean energy tax incentives will put Texas' 107 solar manufacturing plants at risk.,-1,0.0
7006,Senators are considering repealing clean energy tax credits that support Texas' booming solar industry.,-1,0.0
7008,Solar panels helped St. Andrew’s cut costs and serve its community. Slashing tax credits threatens these projects.,91,0.4863453871113996
7009,"With the help of smart tax credits, advanced energy is bringing jobs back to communities across Appalachia.",81,1.0
7011,"Advanced energy manufacturing is booming across South Carolina, thanks to smart energy tax credits.",-1,0.0
7012,A $20M clean energy facility in Columbia means 600 jobs.,82,0.7612491187219759
7014,Energy manufacturing is booming in Texas with the help of smart tax credits and is helping America compete with China.,64,0.37752636766014075
7016,Cutting tax credits threatens those jobs.,-1,0.0
7017,"The government is offering up to $30,000 in credits to NC homeowners who install solar panels. Major utilities like Duke Energy are now paying homeowners for solar power. With Net Energy Metering (NEM), you can generate your own electricity, cut pollution, and sell surplus power back to the grid—saving thousands while breathing cleaner air. Federal and local incentives can provide thousands towards the cost of your system. Install a solar + battery system through Duke Energy’s PowerPair Program and you could snag up to $9,000 cash incentives — just for making the switch.",91,1.0
7018,Post construction monies going into the economy.,63,0.9548117137709038
7019,Michael sees an opportunity to benefit from diversified energy options and graze his flock on the nutrient-dense vegetation surrounding his solar project. Sheep won't damage the panels and aren't a risk to someone coming into the project to maintain the panels. Someone has to manage the landscape and cut the grass. Utilizing the land beneath solar for its vegetation can be a benefit to producers in the community and it is an opportunity for farmers and developers to work together.,86,1.0
7021,"Many people who voted for Trump are making solar panels, racking, and building solar plants.",92,0.9364498882997591
7022,"These investments and benefits are essential to helping accelerate the clean energy transition we all want and deserve. They help relieve the burden of energy costs for families, save taxpayer dollars, create new jobs, and make our country stronger and our communities healthier. At risk include electric vehicle incentives and tax credits for schools to adopt solar.",-1,0.0
7023,Clean energy investments have helped business owners like Sam create hundreds of local jobs. Proposed cuts in Congress put those jobs at risk.,82,0.7484710264335878
7024,"Solar has brought financial stability and peace of mind to Sandra Koch and Tim McFarren, retirees on a fixed income in Carson City. These tax credits have already helped over 41,000 Nevada families save money, support local jobs (Nevada is #1 in solar jobs per capita), and protect families from rising utility costs.",-1,0.0
7025,"Agrivoltaics allows for clean energy generation and farmland health. Through pollinator habitat seeding, grazing, intercropping, and conservation, land can thrive while providing farmers with an additional source of income – the sun.",86,1.0
7026,"Photovoltaic (PV) cells in today's PV panels are encapsulated between two layers of plastic to protect them from air and moisture, ensuring that they provide decades of operation. The encapsulation layers are protected on the top with a layer of tempered glass and on the backside with a polymer sheet. These measures ensure the panels are engineered to withstand severe weather, including hailstorms.",-1,0.0
7027,"If the One Big Beautiful Bill gets approved, it’s not just the tax credit that disappears — it’s the future of clean energy, thousands of jobs, and real savings for American families.",-1,0.0
7028,Ohio’s manufacturing boom depends on smart policies.,-1,0.0
7029,"AEPCO is expanding and enhancing its power generation portfolio with efficient natural gas units, solar energy, and battery storage.",78,1.0
7030,Already struggling with your electrical bill?,74,0.569659963347311
7035,"Wind energy now powers more than 60% of the state — creating thousands of high-quality, local jobs that can’t be outsourced, lowering energy bills, and driving billions in investment. If energy tax credits are gutted, projects will stall, jobs will be lost, and costs will rise for families.",76,0.6775530261155156
7036,"Congress debates potential changes to the solar tax credit, but experts say incentives are unlikely to improve soon; there is an impending 2026 deadline, and waiting could result in missing out on 30% solar savings.",-1,0.0
7037,Sen. Tillis has committed to extending these tax credits.,-1,0.0
7039,Clean energy investments have brought billions to our state.,82,0.7278449652199331
7041,"Community solar helps Mainers save money and power their homes with affordable, local energy. If LD 1777 passes, energy savings, choice, and the cleaner energy future will be lost.",-1,0.0
7042,"If LD 1777 passes, Leslie loses income from leasing land for community solar, her community loses energy choice, and Maine loses a local solution that helps farmers survive financial challenges.",91,0.4555819627435831
7043,"LD 1792 ensures all residential ratepayers pay the same for Net Energy Billing statewide – for the first time ever. No more rate shock, no job losses, and no huge increases for manufacturers.",-1,0.0
7044,MidAmerican Energy's electric rates are 44% below the national average. MidAmerican generates more wind power than all of its Iowa customers use.,75,0.6302799447788865
7045,Indiana’s energy needs are growing.,64,0.33537785768931794
7046,Michigan is one of seven states on track to put over 1 GW of solar power on the grid this year.,95,0.6715286467533069
7047,"Jesús Velazquez's bills have dropped dramatically since installing solar, and he says it gives him 'peace of mind' amidst rising costs. Jesús is now an advocate, helping spread solar's benefits to his neighbors. Federal solar tax credits helped Jesús go solar with the help of a Solar United Neighbors co-op and grants.",-1,0.0
7048,"Jose Santana’s home stayed fully powered during a holiday power outage thanks to Pico Rivera Innovative Municipal Energy’s Power Choice program. With $0 upfront costs, no credit checks and reliable backup power, you can keep your lights on when it matters most.",-1,0.0
7049,The solar industry is booming.,95,0.9554361109642688
7051,Our energy demand is slated to double over the next 6 years.,-1,0.0
7053,Other communities are boosting their tax revenue from solar projects.,-1,0.0
7054,The Georgia Public Service Commission regulates the state’s energy prices.,82,0.8467208004088821
7055,Our website is home to tons of great resources that will help you learn about the widespread benefits of solar energy.,-1,0.0
7056,The Ohio Department of Natural Resources has established loaner life jacket stations at more than 30 state parks.,-1,0.0
7057,"The projects will interconnect directly into the FirstEnergy system at the Jones Branch Substation, adjacent to the project sites.",44,0.7153047918631595
7058,"Eligible neighbors may receive a no-strings-attached $25,000 grant, which can be used for rooftop solar panels, energy-efficiency improvements, or to offset monthly utility costs.",91,0.9264150670790423
7059,"John Johansen is a strong supporter of property rights and has personally signed up for wind and solar. He has seen how decisions are made and believes that current ordinances that restrict wind and solar are a violation of landowners' rights. He notes that additional revenue from wind and solar goes to municipalities, and there is a need for power as demand is on a steep incline.",51,1.0
7061,"The U.S. depends heavily on international supply chains for critical parts of the energy system, such as transformers, battery components, solar inverters, specialized cables and conductors, and minerals; the risks of this dependence are now becoming apparent; it is not realistic to manufacture everything domestically; the more we plan for resilience now, the better off we'll be when the next disruption comes.",78,1.0
7064,US cuts funding to help homeowners save thousands of dollars.,-1,0.0
7065,He is the self-proclaimed 'father of the modern wind industry'.,76,1.0
7066,"If the #reconciliationbill passes as is, it could erase over $125 billion in investments made through the Inflation Reduction Act, bringing more challenges to an already turbulent economy.",-1,0.0
7067,"The Invenergy-developed Paris Solar Battery Park in Kenosha County is now fully operational, making it Wisconsin's first large-scale energy storage project. This project will allow solar energy to be stored during the day and delivered when the sun goes down.",-1,0.0
7069,"The revenue generated from Invenergy’s Badger Hollow Solar keeps the family business competitive with jobs off the farm, ensuring that the next generation can continue to carry the torch.",-1,0.0
7070,"From desalination units and decorative solar glass to roofing and stadium installations, here are five Finnish initiatives making steady progress in solar energy.",-1,0.0
7071,"The 200 MW solar + 150 MW storage addition boosted local jobs, powers the equivalent of 68,000 California homes a year, and recycles over 60% of construction materials.",-1,0.0
7073,You are tired of skyrocketing utility bills.,-1,0.0
7075,The DC Swamp is threatening to kill the Energy Tax Credit for patriotic homeowners.,-1,0.0
7076,"Iowa leads the nation in wind energy, and our potential to be a national data hub will create more jobs and opportunities across the Hawkeye State.",75,1.0
7081,"NV Energy is asking for $216 million more in profits and a guaranteed 10.25% return on equity, which could cause bills to go up nearly 10% (around $15 more each month), add confusing daily demand charges, and reduce rooftop solar credits.",-1,0.0
7082,"NV Energy wants to raise rates by $216 million more in profits and add confusing daily demand charges, which would increase bills by nearly 10% ($15 more per month), make customers pay for when they use electricity, and reduce rooftop solar credits.",-1,0.0
7083,Community solar can help you save money.,91,0.44687535423185665
7084,"Clean energy investments are helping create jobs like Levi's, all while lowering costs.",82,0.8474033322333757
7085,We’re hiring solar technicians at our Azalea Springs Solar Park here in Lufkin.,-1,0.0
7086,"DMEA has kept rates flat for five years, returned over $9,000,000 in capital credits to members, and is bringing new local energy projects like Garnet Mesa online that will provide cheaper power and store energy for later. Jacob has demonstrated patient, persevering leadership as a board member, and is committed to planning for a resilient future.",57,1.0
7087,"She voted to gut tax credits for wind, solar, and battery storage—the very things that keep energy costs down and job sites open here in Iowa.",-1,0.0
7088,Illuminate USA is the largest solar single-site manufacturer in North America and was welcomed into the plant to learn more about their success in solar manufacturing.,95,0.6413007967081207
7090,"Rep. Carey just voted to cut clean energy production, jeopardizing thousands of good-paying jobs like Nick's just to give rich people another tax cut.",70,1.0
7091,Discover cost-effective solar panel systems and incentives.,91,0.5145832805880997
7092,Rural American communities deserve economic opportunities that draw new job markets for young people.,59,0.8051438621794952
7093,Polluting fossil fuels harm our communities.,-1,0.0
7094,"With Ubuntu Pawa, we’ve brought solar energy to the heart of the community, lighting up the entire dispensary and making safe, 24/7 care possible for the very first time. A lack of power at the dispensary meant mothers giving birth in the dark, emergencies with no response, and healthcare that stopped at sunset.",-1,0.0
7096,"Since installing solar in 2023, University Mennonite Church's electricity bill has dropped from $5,600 to just $2,500/year – saving over $3,000 annually. This example proves how federal solar incentives are vital. Eliminating these programs would make clean energy more expensive for everyone and hinder progress.",91,0.980983645041419
7098,"We bring you the latest updates on Virginia’s clean energy movement, including policy changes, incentive programs, and smart ways to save money while reducing your carbon footprint.",64,0.6994496837711506
7099,"I helped to bring a $148,256 state grant to Central Cambria School District so Jackson Elementary School can install solar panels on its roof.",91,0.8289879275755258
7100,"Rep. Van Orden just voted to cut clean energy production, jeopardizing thousands of good-paying jobs like Nick's just to give rich people another tax cut.",70,1.0
7101,"Rep. Miller-Meeks just voted to cut clean energy production, jeopardizing thousands of good-paying jobs like Nick's just to give rich people another tax cut.",70,1.0
7104,"Addressing the Gas Gap: Cook Inlet natural gas is declining rapidly, and there is no pipeline under construction to bring North Slope gas before 2028. Diversification with Renewables: Local renewables make our energy system stronger and more self-reliant. An Aging Grid: Upgrading the Railbelt transmission system will boost reliability, help bring more renewables online, and reduce dependence on volatile fuel sources.",-1,0.0
7105,They power our communities and provide energy security to the US.,84,0.6973531644708536
7108,"Our power grid is struggling to keep up with a surge in demand for energy, largely caused by new data centers.",78,1.0
7109,This was the focus of a discussion by Hitachi leaders and other global energy experts.,-1,0.0
7110,"The 30% federal solar tax credit is on the chopping block—and to qualify, your solar install must be completed before the end of this year. If your install isn’t complete by December, you’ll miss your shot at 30% back in tax savings. Solar prices aren’t dropping—but your chance to get 30% back is.",-1,0.0
7112,Art McClintic discussed the benefits of harvesting the sun.,86,0.41290417013832964
7113,U.K. researchers compared biodiverse solar sites to nearby cropland and found a higher number of bird individuals and wider variety of bird species hectare-to-hectare on the solar project sites.,12,0.7774468368054955
7114,"While others save with solar power, we keep overpaying like it’s the Stone Age.",91,0.5191106300047822
7115,"The sun can lower your bills, boost your health, and give you energy independence. But all of that is at risk if clean energy investments are cut.",92,0.9008602109996857
7117,Solar projects bring millions to rural Ohio.,96,1.0
7118,"Cattle, horses, and other animals are completely unfazed by the turbines.",-1,0.0
7119,"Higher electricity bills, lost jobs, and small business closures—those are just a few of the potential impacts if Congress eliminates the residential solar tax credit.",-1,0.0
7120,"The ASAP Act will expand solar access to more New Yorkers, deliver bigger energy bill savings, and cement New York’s place as a national climate leader.",-1,0.0
7121,"The program allows homeowners to get solar along with a full re-roof included for immediate savings. Homeowners are saving immediately if their roof qualifies for this program, made possible by federal and state incentive programs. The average homeowner in VT saves $2,647 in energy costs in year 1. Green Mountain Power, Vermont Electric Co-Op, and Washington Electric Co-Op’s electricity rates have increased more than 32% since December 2021, have risen an average of 6.6% annually for the last decade, and rose again in January. The Solar Investment Tax Credit (ITC) is a significant federal incentive, and there are state incentive programs and net metering policies that support going solar.",91,0.9264150670790423
7123,Solar remains one of the cheapest and quickest-to-build energy sources.,95,0.6850816643374363
7126,Solar panels have officially been installed at Foxwell Memorial. This project supports climate-resilient and energy-saving upgrades in affordable housing communities across the country.,-1,0.0
7130,"21,000 jobs are at risk; Nevada families will lose energy-saving programs; $15.5 billion in investment is on the line; higher bills for families already struggling; Nevadans already face some of the highest energy costs in the country; one in four families in Las Vegas spend over 13% of their income on energy; the bill would add more pressure to already difficult financial situations to give more tax breaks to billionaires and fossil fuel CEOs; clean energy programs helped thousands of families lower bills and upgrade their homes.",-1,0.0
7131,"Congress is rushing a vote that could wipe out 21,000 clean energy jobs in #NV, and $15.5 billion in local investment. We’ve built a clean energy economy that works for #NV.",82,0.6081356325058768
7132,"Providing nearly $20 million in tax revenue to local education over the project’s lifetime; generating enough energy to power approximately 50,000 Michigan homes annually; nearly $40 million in local tax revenue over 35 years; investing in Lenawee County through boosting tax revenue, providing jobs, diversifying the local economy, and strengthening the regional grid.",-1,0.0
7133,Two people teamed up to turn plastic waste into usable fuel by combining vision and electrical know-how.,5,1.0
7134,HB 5323 seeks to change lack of coordination on grid planning by improving planning.,78,1.0
7135,Large-scale solar means new tax revenue for communities like ours.,-1,0.0
7137,MSU Spartans research shows this.,-1,0.0
7139,Building clean energy projects creates jobs – both long-term Operations/Maintenance and short-term construction jobs.,82,1.0
7140,"The new solar panel system with energy storage will enable the hospital to generate and store electricity, allowing doctors to continue delivering care even when the power grid fails.",92,1.0
7143,"Federal energy tax credits are creating good-paying jobs in Wisconsin, but now they are at risk in Congress.",81,0.7466251644943462
7144,With record-breaking projects such as the Mohammed bin Rashid Al Maktoum Solar Park.,86,0.32270523201073353
7145,Anne Hedin has helped educate hundreds of Hoosier families about solar energy after going solar herself. She understands the value of residential solar tax credit and how important it is for homeowners around the country.,91,0.5949650557194482
7148,Clean power does not require water for cooling like conventional power plants.,16,0.21185088062164606
7149,"The House Committee just voted that the 30% solar tax credit for homeowners is at risk of being rolled back by the end of the year. If repealed when it moves to the rest of the House and Senate, it could stall clean energy progress, raise costs for homeowners, and force many solar companies out of business nationwide.",-1,0.0
7150,"Hydrogen is projected to play a central role in powering industries, transportation, and the grid as the world transitions away from fossil fuels. Major corporations—including Shell, Toyota, Amazon, and Airbus—are investing in hydrogen technologies, signaling confidence in its long-term viability. Countries like the U.S., Germany, Japan, and Australia have launched national hydrogen strategies with generous incentives, grants, and subsidies to scale up production and demand. Hydrogen is where solar and wind were 15 years ago. Early investors have the opportunity to back emerging players before valuations climb.",17,0.5605586195420525
7152,Save money going solar with 0 out of pocket.,91,0.527465541670494
7153,We’re generating clean energy and earning credit on every kilowatt we add to the grid.,80,1.0
7154,"After going solar, Patrick’s energy bills went from $125 per month to no more than $10. These extra savings combined with other reductions from federal investments in solar allow Patrick to save more money in the long run.",91,0.9079327424505887
7156,Richard and his neighbor benefited from these tax savings; Richard's neighbor installed solar panels after seeing the benefits.,91,0.7516211072098911
7157,Savings from solar energy helped contribute towards Jonathan and his wife’s retirement plans allowing them to live a more comfortable life.,-1,0.0
7158,"Going solar allowed Rob to save additional money over the years. If Congress repeals federal investments in solar, hard working Americans like Rob will no longer benefit from solar energy.",91,0.5287318936781082
7159,"By going solar, Jason has saved money and become less reliant on electric utilities. Solar energy creates local jobs for Americans across the country. Congress is planning on reducing investments in solar energy.",91,0.4507006342501808
7160,Some electric co-ops in the Panhandle charge solar users extra every month just for having panels on their roof. This 'Solar Fixed Charge' adds up fast.,-1,0.0
7162,The residential investment tax credits (ITC) are a key tool in making solar accessible for homeowners like Mary Beth in Ohio.,91,0.6597402781792164
7166,Their carport solar installation keeps cars cooler and also generates 4.5 MW worth of California solar power.,-1,0.0
7167,#solarizevirginia reduces the cost and complexity of going solar by providing a one-stop shop for education and installation.,91,0.5203871799880884
7169,The Inflation Reduction Act is making solar energy more accessible for churches in the Commonwealth through valuable tax credits.,91,1.0
7170,Hampton Roads leaders and businesses are sounding the alarm about the potential loss of clean energy tax credits and the negative impact it could have on the region's economy and environment.,81,1.0
