cluster_id,size,sample_size,topic,summary,keywords,raw,error
65,28,28,Michigan's Economic and Infrastructure Challenges and Opportunities,"Michigan faces significant challenges in infrastructure, economy, and public health, often ranking low nationally, but is simultaneously attracting substantial investments and advancing in technology, manufacturing, and clean energy. Initiatives from legacy employers, government programs, and research institutions are positioning Michigan for a future in advanced manufacturing and energy innovation, despite ongoing concerns about underfunding and inequality.","[""Michigan"", ""infrastructure"", ""investments"", ""manufacturing"", ""technology"", ""clean energy""]","{
  ""topic"": ""Michigan's Economic and Infrastructure Challenges and Opportunities"",
  ""summary"": ""Michigan faces significant challenges in infrastructure, economy, and public health, often ranking low nationally, but is simultaneously attracting substantial investments and advancing in technology, manufacturing, and clean energy. Initiatives from legacy employers, government programs, and research institutions are positioning Michigan for a future in advanced manufacturing and energy innovation, despite ongoing concerns about underfunding and inequality."",
  ""keywords"": [""Michigan"", ""infrastructure"", ""investments"", ""manufacturing"", ""technology"", ""clean energy""]
}",
66,49,40,Environmental Justice and Community Empowerment,"The cluster highlights initiatives and partnerships that focus on advancing environmental justice, protecting vulnerable communities, and promoting sustainability. Key themes include Indigenous leadership, racial and gender equity, advocacy for policy change, and community-driven solutions to climate change and environmental degradation.","[""environmental justice"", ""community advocacy"", ""sustainability"", ""Indigenous rights"", ""climate action"", ""equity""]","{
  ""topic"": ""Environmental Justice and Community Empowerment"",
  ""summary"": ""The cluster highlights initiatives and partnerships that focus on advancing environmental justice, protecting vulnerable communities, and promoting sustainability. Key themes include Indigenous leadership, racial and gender equity, advocacy for policy change, and community-driven solutions to climate change and environmental degradation."",
  ""keywords"": [""environmental justice"", ""community advocacy"", ""sustainability"", ""Indigenous rights"", ""climate action"", ""equity""]
}",
67,44,40,Corporate Sustainability Initiatives,"Organizations are highlighting milestones, progress, and strategies in their sustainability efforts, emphasizing the importance of collective action, innovation, and responsible business practices to address environmental crises. Reports and events showcase achievements related to climate action, sustainable design, empowerment, and advancing global sustainability targets.","[""sustainability"", ""corporate responsibility"", ""climate action"", ""innovation"", ""collective action"", ""sustainable development""]","{
  ""topic"": ""Corporate Sustainability Initiatives"",
  ""summary"": ""Organizations are highlighting milestones, progress, and strategies in their sustainability efforts, emphasizing the importance of collective action, innovation, and responsible business practices to address environmental crises. Reports and events showcase achievements related to climate action, sustainable design, empowerment, and advancing global sustainability targets."",
  ""keywords"": [""sustainability"", ""corporate responsibility"", ""climate action"", ""innovation"", ""collective action"", ""sustainable development""]
}",
68,23,23,Local and Economic Benefits of Renewable Energy,"Renewable energy projects, especially wind and solar, are being adopted by municipalities and businesses across multiple states, delivering economic benefits such as job creation, increased tax revenue, and support for local communities. These projects also enhance energy independence, reduce reliance on foreign energy, and help address climate change while investing in workforce development and supporting local economies.","[""renewable energy"", ""local jobs"", ""economic benefits"", ""energy independence"", ""climate change"", ""community investment""]","{
  ""topic"": ""Local and Economic Benefits of Renewable Energy"",
  ""summary"": ""Renewable energy projects, especially wind and solar, are being adopted by municipalities and businesses across multiple states, delivering economic benefits such as job creation, increased tax revenue, and support for local communities. These projects also enhance energy independence, reduce reliance on foreign energy, and help address climate change while investing in workforce development and supporting local economies."",
  ""keywords"": [""renewable energy"", ""local jobs"", ""economic benefits"", ""energy independence"", ""climate change"", ""community investment""]
}",
69,22,22,Clean Energy Investments and Job Creation,"Michigan and other regions are experiencing significant growth in clean energy investment, resulting in thousands of new jobs, modernized manufacturing, and reduced pollution. Federal and state funding, especially after the Inflation Reduction Act, is driving a surge in clean energy projects and infrastructure upgrades.","[""clean energy"", ""job creation"", ""Michigan"", ""investment"", ""infrastructure"", ""federal funding""]","{
  ""topic"": ""Clean Energy Investments and Job Creation"",
  ""summary"": ""Michigan and other regions are experiencing significant growth in clean energy investment, resulting in thousands of new jobs, modernized manufacturing, and reduced pollution. Federal and state funding, especially after the Inflation Reduction Act, is driving a surge in clean energy projects and infrastructure upgrades."",
  ""keywords"": [""clean energy"", ""job creation"", ""Michigan"", ""investment"", ""infrastructure"", ""federal funding""]
}",
70,26,26,clean energy policies and political actions,"The cluster centers on political debates over clean energy investments, with some claims emphasizing job creation, economic benefits, and reduced costs, while others criticize increased energy rates, regulatory burdens, and the repeal of such initiatives in favor of tax cuts for the wealthy. The claims highlight partisan divides regarding the impact of clean energy legislation and funding.","[""clean energy"", ""political votes"", ""job creation"", ""energy policy"", ""tax cuts"", ""regulation""]","{
  ""topic"": ""clean energy policies and political actions"",
  ""summary"": ""The cluster centers on political debates over clean energy investments, with some claims emphasizing job creation, economic benefits, and reduced costs, while others criticize increased energy rates, regulatory burdens, and the repeal of such initiatives in favor of tax cuts for the wealthy. The claims highlight partisan divides regarding the impact of clean energy legislation and funding."",
  ""keywords"": [
    ""clean energy"",
    ""political votes"",
    ""job creation"",
    ""energy policy"",
    ""tax cuts"",
    ""regulation""
  ]
}",
71,44,40,Clean Energy Policy and Partisan Budget Legislation,"This cluster discusses the political divide on clean energy policies, highlighting claims that recent Republican budget bills and legislative actions would reduce clean energy investments, raise energy costs, threaten benefits and jobs, and stall climate progress. Several claims contrast lawmakers labeled as champions for clean energy with those accused of favoring polluters or harming constituents' economic and environmental interests.","[""clean energy"", ""Republican budget bills"", ""energy costs"", ""tax credits"", ""partisan politics"", ""job impact""]","{
  ""topic"": ""Clean Energy Policy and Partisan Budget Legislation"",
  ""summary"": ""This cluster discusses the political divide on clean energy policies, highlighting claims that recent Republican budget bills and legislative actions would reduce clean energy investments, raise energy costs, threaten benefits and jobs, and stall climate progress. Several claims contrast lawmakers labeled as champions for clean energy with those accused of favoring polluters or harming constituents' economic and environmental interests."",
  ""keywords"": [
    ""clean energy"",
    ""Republican budget bills"",
    ""energy costs"",
    ""tax credits"",
    ""partisan politics"",
    ""job impact""
  ]
}",
72,42,40,Renewable Energy Growth and Grid Resilience,"The cluster outlines the rapid expansion and adoption of renewable energy sources such as solar, wind, and energy storage in the US and abroad. Claims highlight record-breaking clean energy generation, economic benefits, public support, contributions to grid reliability and resilience, and the substantial reduction in costs and emissions driven by renewables.","[""renewable energy"", ""solar power"", ""energy storage"", ""grid reliability"", ""carbon emissions"", ""public support""]","{
  ""topic"": ""Renewable Energy Growth and Grid Resilience"",
  ""summary"": ""The cluster outlines the rapid expansion and adoption of renewable energy sources such as solar, wind, and energy storage in the US and abroad. Claims highlight record-breaking clean energy generation, economic benefits, public support, contributions to grid reliability and resilience, and the substantial reduction in costs and emissions driven by renewables."",
  ""keywords"": [
    ""renewable energy"",
    ""solar power"",
    ""energy storage"",
    ""grid reliability"",
    ""carbon emissions"",
    ""public support""
  ]
}",
73,47,40,"Energy Costs, Legislation, and Clean Energy Access","Many claims highlight concerns about rising energy costs for families, especially due to new legislation perceived to favor fossil fuels and block clean energy options. There is emphasis on the financial burden from increased utility rates, the need for affordable and clean energy, and the benefits of tax credits and incentives for clean energy adoption.","[""energy bills"", ""clean energy"", ""utility rate hikes"", ""energy legislation"", ""tax credits"", ""affordability""]","{
  ""topic"": ""Energy Costs, Legislation, and Clean Energy Access"",
  ""summary"": ""Many claims highlight concerns about rising energy costs for families, especially due to new legislation perceived to favor fossil fuels and block clean energy options. There is emphasis on the financial burden from increased utility rates, the need for affordable and clean energy, and the benefits of tax credits and incentives for clean energy adoption."",
  ""keywords"": [
    ""energy bills"",
    ""clean energy"",
    ""utility rate hikes"",
    ""energy legislation"",
    ""tax credits"",
    ""affordability""
  ]
}",
74,73,40,Electricity Bills and Energy Policy,"Claims focus on rising electricity bills across the U.S., with some attributing increases to the rollback of renewable energy incentives or outdated infrastructure, while others highlight the potential for lower bills through investment in modernized grids and clean energy. Concerns are raised about affordability, policy decisions, regional differences, and the impact on vulnerable groups.","[""electric bills"", ""rate increases"", ""renewable energy"", ""energy policy"", ""power grid"", ""affordability""]","{
  ""topic"": ""Electricity Bills and Energy Policy"",
  ""summary"": ""Claims focus on rising electricity bills across the U.S., with some attributing increases to the rollback of renewable energy incentives or outdated infrastructure, while others highlight the potential for lower bills through investment in modernized grids and clean energy. Concerns are raised about affordability, policy decisions, regional differences, and the impact on vulnerable groups."",
  ""keywords"": [
    ""electric bills"",
    ""rate increases"",
    ""renewable energy"",
    ""energy policy"",
    ""power grid"",
    ""affordability""
  ]
}",
75,101,40,Iowa Wind and Renewable Energy Leadership,"Iowa is a national leader in wind and renewable energy, with wind providing over 60% of its electricity and significant investment from utilities and businesses. This clean, affordable energy has spurred economic growth, created jobs, lowered energy costs, and positioned Iowa at the forefront of America's energy transition, though some concerns remain about fossil fuel reliance and local resistance.","[""Iowa wind energy"", ""renewable electricity"", ""clean energy"", ""economic impact"", ""energy leadership"", ""utility investment""]","{
  ""topic"": ""Iowa Wind and Renewable Energy Leadership"",
  ""summary"": ""Iowa is a national leader in wind and renewable energy, with wind providing over 60% of its electricity and significant investment from utilities and businesses. This clean, affordable energy has spurred economic growth, created jobs, lowered energy costs, and positioned Iowa at the forefront of America's energy transition, though some concerns remain about fossil fuel reliance and local resistance."",
  ""keywords"": [
    ""Iowa wind energy"",
    ""renewable electricity"",
    ""clean energy"",
    ""economic impact"",
    ""energy leadership"",
    ""utility investment""
  ]
}",
76,100,40,Offshore and Onshore Wind Energy,"Wind energy, especially offshore wind, is increasingly seen as a clean, efficient, and economic solution for energy generation in the United States, enjoying broad public support and driving job creation. While there are some concerns and misinformation around environmental impacts and costs, most claims highlight impressive energy payback times, potential for grid reliability, and positive effects on local economies and carbon emissions.","[""offshore wind"", ""energy payback"", ""clean energy"", ""job creation"", ""public support"", ""misinformation""]","{
  ""topic"": ""Offshore and Onshore Wind Energy"",
  ""summary"": ""Wind energy, especially offshore wind, is increasingly seen as a clean, efficient, and economic solution for energy generation in the United States, enjoying broad public support and driving job creation. While there are some concerns and misinformation around environmental impacts and costs, most claims highlight impressive energy payback times, potential for grid reliability, and positive effects on local economies and carbon emissions."",
  ""keywords"": [
    ""offshore wind"",
    ""energy payback"",
    ""clean energy"",
    ""job creation"",
    ""public support"",
    ""misinformation""
  ]
}",
77,34,34,Economic and Community Benefits of Wind Energy,"Wind energy projects provide substantial financial rewards and stability to rural communities, farmers, and local governments, including lease payments, jobs, tax revenue, and support for infrastructure and schools. These benefits foster local economic growth, community development, and encourage clean energy transitions without sacrificing farmland or traditional livelihoods.","[""wind energy"", ""farm income"", ""tax revenue"", ""community development"", ""infrastructure"", ""renewable energy""]","{
  ""topic"": ""Economic and Community Benefits of Wind Energy"",
  ""summary"": ""Wind energy projects provide substantial financial rewards and stability to rural communities, farmers, and local governments, including lease payments, jobs, tax revenue, and support for infrastructure and schools. These benefits foster local economic growth, community development, and encourage clean energy transitions without sacrificing farmland or traditional livelihoods."",
  ""keywords"": [
    ""wind energy"",
    ""farm income"",
    ""tax revenue"",
    ""community development"",
    ""infrastructure"",
    ""renewable energy""
  ]
}",
78,29,29,Electric Grid Modernization and Renewable Transition,"Claims discuss the ongoing transition to renewable energy, modernization of electrical grids, and the integration of technologies like solar, wind, battery storage, and virtual power plants. They address benefits such as reliability and self-sufficiency, challenges including outdated infrastructure, international supply chains, data center demand, and the need for coordinated grid planning.","[""grid modernization"", ""renewable energy"", ""energy storage"", ""supply chain"", ""grid reliability"", ""infrastructure challenges""]","{
  ""topic"": ""Electric Grid Modernization and Renewable Transition"",
  ""summary"": ""Claims discuss the ongoing transition to renewable energy, modernization of electrical grids, and the integration of technologies like solar, wind, battery storage, and virtual power plants. They address benefits such as reliability and self-sufficiency, challenges including outdated infrastructure, international supply chains, data center demand, and the need for coordinated grid planning."",
  ""keywords"": [
    ""grid modernization"",
    ""renewable energy"",
    ""energy storage"",
    ""supply chain"",
    ""grid reliability"",
    ""infrastructure challenges""
  ]
}",
79,82,40,Renewable Energy Cost and Local Benefits,"Wind and solar energy are now among the cheapest sources of electricity, often outcompeting fossil fuels even without subsidies. Beyond lower costs, renewable projects generate local economic benefits, improve energy grid flexibility, and provide reliable, domestic power.","[""wind"", ""solar"", ""cost"", ""grid reliability"", ""local economy"", ""renewable energy""]","{
  ""topic"": ""Renewable Energy Cost and Local Benefits"",
  ""summary"": ""Wind and solar energy are now among the cheapest sources of electricity, often outcompeting fossil fuels even without subsidies. Beyond lower costs, renewable projects generate local economic benefits, improve energy grid flexibility, and provide reliable, domestic power."",
  ""keywords"": [""wind"", ""solar"", ""cost"", ""grid reliability"", ""local economy"", ""renewable energy""]
}",
80,22,22,Data Center Energy Demand and Clean Energy Solutions,"Data centers, particularly in Virginia, are driving rapid increases in electricity demand, creating significant challenges for grid capacity and sustainability. The cluster emphasizes the need for clean energy adoption, infrastructure upgrades, energy efficiency, and regulatory oversight to manage this growth and reduce environmental impacts.","[""data centers"", ""electricity demand"", ""Virginia"", ""clean energy"", ""energy efficiency"", ""grid infrastructure""]","{
  ""topic"": ""Data Center Energy Demand and Clean Energy Solutions"",
  ""summary"": ""Data centers, particularly in Virginia, are driving rapid increases in electricity demand, creating significant challenges for grid capacity and sustainability. The cluster emphasizes the need for clean energy adoption, infrastructure upgrades, energy efficiency, and regulatory oversight to manage this growth and reduce environmental impacts."",
  ""keywords"": [
    ""data centers"",
    ""electricity demand"",
    ""Virginia"",
    ""clean energy"",
    ""energy efficiency"",
    ""grid infrastructure""
  ]
}",
81,51,40,Clean energy tax credits and energy policy impacts,"Claims in this cluster debate the effects of clean energy tax credits, with proponents arguing they lower energy costs, create jobs, and boost local economies, while critics suggest repealing them or enacting certain policies will increase utility bills, hinder clean energy progress, and negatively impact both consumers and the environment. Several claims suggest that legislative changes could result in higher costs for households and businesses, reduce energy security, and stall clean energy development.","[""clean energy tax credits"", ""energy costs"", ""job creation"", ""energy policy"", ""utility bills"", ""legislation""]","{
  ""topic"": ""Clean energy tax credits and energy policy impacts"",
  ""summary"": ""Claims in this cluster debate the effects of clean energy tax credits, with proponents arguing they lower energy costs, create jobs, and boost local economies, while critics suggest repealing them or enacting certain policies will increase utility bills, hinder clean energy progress, and negatively impact both consumers and the environment. Several claims suggest that legislative changes could result in higher costs for households and businesses, reduce energy security, and stall clean energy development."",
  ""keywords"": [
    ""clean energy tax credits"",
    ""energy costs"",
    ""job creation"",
    ""energy policy"",
    ""utility bills"",
    ""legislation""
  ]
}",
82,196,40,Clean Energy Jobs and Economic Impact,"The clean energy sector is rapidly expanding in the United States, creating hundreds of thousands of new, good-paying jobs across diverse regions and industries, particularly due to federal incentives, state mandates, and private investments. However, policy uncertainty and potential rollbacks threaten continued growth, with industry groups and local leaders emphasizing both the economic and community benefits of sustained investment in clean energy.","[""clean energy jobs"", ""economic growth"", ""federal incentives"", ""manufacturing"", ""job training"", ""policy risks""]","{
  ""topic"": ""Clean Energy Jobs and Economic Impact"",
  ""summary"": ""The clean energy sector is rapidly expanding in the United States, creating hundreds of thousands of new, good-paying jobs across diverse regions and industries, particularly due to federal incentives, state mandates, and private investments. However, policy uncertainty and potential rollbacks threaten continued growth, with industry groups and local leaders emphasizing both the economic and community benefits of sustained investment in clean energy."",
  ""keywords"": [""clean energy jobs"", ""economic growth"", ""federal incentives"", ""manufacturing"", ""job training"", ""policy risks""]
}",
83,20,20,Global Energy Supply and Transition,"Rising energy demand, supply chain disruptions, and a global transition to clean energy are increasing strain on energy systems, leading to higher costs and market volatility worldwide. These shifts create opportunities and challenges for investment, infrastructure, job creation, and maintaining reliability while advancing renewable solutions.","[""energy demand"", ""supply shortages"", ""renewable transition"", ""market volatility"", ""investment opportunities"", ""infrastructure challenges""]","{
  ""topic"": ""Global Energy Supply and Transition"",
  ""summary"": ""Rising energy demand, supply chain disruptions, and a global transition to clean energy are increasing strain on energy systems, leading to higher costs and market volatility worldwide. These shifts create opportunities and challenges for investment, infrastructure, job creation, and maintaining reliability while advancing renewable solutions."",
  ""keywords"": [""energy demand"", ""supply shortages"", ""renewable transition"", ""market volatility"", ""investment opportunities"", ""infrastructure challenges""]
}",
84,91,40,Clean Energy Transition,"This cluster emphasizes the urgency and benefits of transitioning to affordable, clean energy, highlighting economic, environmental, health, and national security advantages. Claims stress job creation, cost savings, technological readiness, and the need for policy action to achieve renewable energy goals and reduce reliance on fossil fuels.","[""clean energy"", ""affordability"", ""job creation"", ""policy"", ""environmental benefits"", ""energy independence""]","{
  ""topic"": ""Clean Energy Transition"",
  ""summary"": ""This cluster emphasizes the urgency and benefits of transitioning to affordable, clean energy, highlighting economic, environmental, health, and national security advantages. Claims stress job creation, cost savings, technological readiness, and the need for policy action to achieve renewable energy goals and reduce reliance on fossil fuels."",
  ""keywords"": [""clean energy"", ""affordability"", ""job creation"", ""policy"", ""environmental benefits"", ""energy independence""]
}",
85,28,28,Solar Energy Benefits for Schools and Communities,"Solar energy adoption in schools and communities leads to financial benefits such as increased funding for education, community services, and salaries, as well as providing clean, reliable power. Additionally, educational programs and solar co-ops support learning, community engagement, and job creation while helping schools go green and save money.","[""solar power"", ""school funding"", ""community services"", ""clean energy"", ""education programs"", ""solar co-ops""]","{
  ""topic"": ""Solar Energy Benefits for Schools and Communities"",
  ""summary"": ""Solar energy adoption in schools and communities leads to financial benefits such as increased funding for education, community services, and salaries, as well as providing clean, reliable power. Additionally, educational programs and solar co-ops support learning, community engagement, and job creation while helping schools go green and save money."",
  ""keywords"": [
    ""solar power"",
    ""school funding"",
    ""community services"",
    ""clean energy"",
    ""education programs"",
    ""solar co-ops""
  ]
}",
86,147,40,Agrivoltaics and Solar Grazing,"Agrivoltaics combines solar energy production with agriculture, allowing crops, livestock grazing, and pollinator habitats to coexist with solar panels. This dual-use approach provides environmental and economic benefits to farmers, such as increased revenue, land productivity, water savings, and improved soil and crop health.","[""agrivoltaics"", ""solar grazing"", ""dual-use land"", ""livestock"", ""crop production"", ""renewable energy""]","{
  ""topic"": ""Agrivoltaics and Solar Grazing"",
  ""summary"": ""Agrivoltaics combines solar energy production with agriculture, allowing crops, livestock grazing, and pollinator habitats to coexist with solar panels. This dual-use approach provides environmental and economic benefits to farmers, such as increased revenue, land productivity, water savings, and improved soil and crop health."",
  ""keywords"": [
    ""agrivoltaics"",
    ""solar grazing"",
    ""dual-use land"",
    ""livestock"",
    ""crop production"",
    ""renewable energy""
  ]
}",
87,176,40,Local Environmental and Community Advocacy,"These claims highlight local leaders and advocates working to improve their communities through environmental sustainability, clean energy, green infrastructure, affordable housing, and inclusive public service. Efforts include advancing renewable energy, protecting rural and agricultural land, enhancing public safety, empowering small businesses, and fostering diversity and economic growth.","[""environmental advocacy"", ""clean energy"", ""affordable housing"", ""community development"", ""public safety"", ""diversity and inclusion""]","{
  ""topic"": ""Local Environmental and Community Advocacy"",
  ""summary"": ""These claims highlight local leaders and advocates working to improve their communities through environmental sustainability, clean energy, green infrastructure, affordable housing, and inclusive public service. Efforts include advancing renewable energy, protecting rural and agricultural land, enhancing public safety, empowering small businesses, and fostering diversity and economic growth."",
  ""keywords"": [
    ""environmental advocacy"",
    ""clean energy"",
    ""affordable housing"",
    ""community development"",
    ""public safety"",
    ""diversity and inclusion""
  ]
}",
88,108,40,"Misinformation, Project 2025, and Social/Policy Impacts","Many claims focus on the spread of misinformation and its effects on society, technology, and policy discussions. There's significant concern around 'Project 2025,' a policy agenda attributed to Trump allies aiming to reshape US governance, with critics warning of authoritarian shifts and dismantling of key institutions. Other claims discuss affordable housing, healthcare access, rural resource cuts, and challenges in public sector staffing.","[""misinformation"", ""Project 2025"", ""Trump administration"", ""disinformation"", ""policy impact"", ""affordable housing"", ""healthcare""]","{
  ""topic"": ""Misinformation, Project 2025, and Social/Policy Impacts"",
  ""summary"": ""Many claims focus on the spread of misinformation and its effects on society, technology, and policy discussions. There's significant concern around 'Project 2025,' a policy agenda attributed to Trump allies aiming to reshape US governance, with critics warning of authoritarian shifts and dismantling of key institutions. Other claims discuss affordable housing, healthcare access, rural resource cuts, and challenges in public sector staffing."",
  ""keywords"": [""misinformation"", ""Project 2025"", ""Trump administration"", ""disinformation"", ""policy impact"", ""affordable housing"", ""healthcare""]
}",
89,33,33,US Political Candidate Positions and Records,"The claims discuss various U.S. political candidates, highlighting their stances on healthcare, environmental regulation, crime, taxes, and social issues like reproductive rights, immigration, and gun reform. Some claims promote candidates as champions for progressive or conservative values, while others criticize their policy records, ethical conduct, or alignment with party agendas.","[""healthcare"", ""environment"", ""taxes"", ""reproductive rights"", ""crime policy"", ""candidate records""]","{
  ""topic"": ""US Political Candidate Positions and Records"",
  ""summary"": ""The claims discuss various U.S. political candidates, highlighting their stances on healthcare, environmental regulation, crime, taxes, and social issues like reproductive rights, immigration, and gun reform. Some claims promote candidates as champions for progressive or conservative values, while others criticize their policy records, ethical conduct, or alignment with party agendas."",
  ""keywords"": [""healthcare"", ""environment"", ""taxes"", ""reproductive rights"", ""crime policy"", ""candidate records""]
}",
90,43,40,Kamala Harris's Policy Positions and Political Image,"The cluster discusses Kamala Harris’s mixed record on issues like climate, energy (especially fracking), reproductive rights, and gun control. Claims reflect both support and criticism, with some labeling her stances as extreme or inconsistent, particularly on energy policy, while others highlight her advocacy for clean energy, pay equality, and middle-class support.","[""climate policy"", ""fracking"", ""energy"", ""reproductive rights"", ""progressive vs moderate"", ""Kamala Harris""]","{
  ""topic"": ""Kamala Harris's Policy Positions and Political Image"",
  ""summary"": ""The cluster discusses Kamala Harris’s mixed record on issues like climate, energy (especially fracking), reproductive rights, and gun control. Claims reflect both support and criticism, with some labeling her stances as extreme or inconsistent, particularly on energy policy, while others highlight her advocacy for clean energy, pay equality, and middle-class support."",
  ""keywords"": [""climate policy"", ""fracking"", ""energy"", ""reproductive rights"", ""progressive vs moderate"", ""Kamala Harris""]
}",
91,156,40,Solar Incentives and No-Cost Solar Programs,"Numerous federal, state, and utility-backed solar programs across the U.S. offer substantial financial incentives, rebates, and even no-upfront-cost installation options for homeowners, non-profits, and small businesses, often especially targeting low-income or underserved communities. These initiatives aim to reduce energy bills, promote clean energy adoption, and provide additional benefits like cash credits, tax rebates, and weatherization grants while sometimes warning consumers about scams.","[""solar incentives"", ""no-cost solar"", ""federal grants"", ""tax credits"", ""energy bill savings"", ""clean energy adoption""]","{
  ""topic"": ""Solar Incentives and No-Cost Solar Programs"",
  ""summary"": ""Numerous federal, state, and utility-backed solar programs across the U.S. offer substantial financial incentives, rebates, and even no-upfront-cost installation options for homeowners, non-profits, and small businesses, often especially targeting low-income or underserved communities. These initiatives aim to reduce energy bills, promote clean energy adoption, and provide additional benefits like cash credits, tax rebates, and weatherization grants while sometimes warning consumers about scams."",
  ""keywords"": [
    ""solar incentives"",
    ""no-cost solar"",
    ""federal grants"",
    ""tax credits"",
    ""energy bill savings"",
    ""clean energy adoption""
  ]
}",
92,36,36,solar energy adoption and impacts,"Claims highlight the financial, environmental, and societal benefits of solar energy, including lower utility bills, job creation, grid reliability during extreme weather, and reduced carbon emissions. Challenges such as misinformation, policy debates, and opposition from entrenched energy interests are also noted, alongside technological innovations and regional solar investment stories.","[""lower bills"", ""clean energy"", ""grid reliability"", ""carbon reduction"", ""jobs"", ""solar adoption""]","{
  ""topic"": ""solar energy adoption and impacts"",
  ""summary"": ""Claims highlight the financial, environmental, and societal benefits of solar energy, including lower utility bills, job creation, grid reliability during extreme weather, and reduced carbon emissions. Challenges such as misinformation, policy debates, and opposition from entrenched energy interests are also noted, alongside technological innovations and regional solar investment stories."",
  ""keywords"": [""lower bills"", ""clean energy"", ""grid reliability"", ""carbon reduction"", ""jobs"", ""solar adoption""]
}",
93,29,29,State and National Legislative Politics,"The claims highlight the impact of party control in state legislatures and Congress on policy outcomes in areas like healthcare, climate change, voting rights, and education. They stress the importance of political engagement, flipping legislative seats, local news access, and the influence of advocacy and public opinion on legislative decisions, while also reflecting partisan disputes and concerns about threats to democracy.","[""legislative control"", ""state politics"", ""Democrats vs Republicans"", ""policy outcomes"", ""political engagement"", ""voting rights""]","{
  ""topic"": ""State and National Legislative Politics"",
  ""summary"": ""The claims highlight the impact of party control in state legislatures and Congress on policy outcomes in areas like healthcare, climate change, voting rights, and education. They stress the importance of political engagement, flipping legislative seats, local news access, and the influence of advocacy and public opinion on legislative decisions, while also reflecting partisan disputes and concerns about threats to democracy."",
  ""keywords"": [""legislative control"", ""state politics"", ""Democrats vs Republicans"", ""policy outcomes"", ""political engagement"", ""voting rights""]
}",
94,125,40,"Culture Wars, Free Speech, and Media Narratives","The cluster includes concerns over cultural and political polarization, particularly regarding 'woke' language, free speech, progressive media influence, and social activism. It also highlights debates over ideological control, misinformation, bias in media, and conflicts over rights relating to gender, health, and protest.","[""woke ideology"", ""free speech"", ""media bias"", ""progressive influence"", ""social activism"", ""political polarization""]","{
  ""topic"": ""Culture Wars, Free Speech, and Media Narratives"",
  ""summary"": ""The cluster includes concerns over cultural and political polarization, particularly regarding 'woke' language, free speech, progressive media influence, and social activism. It also highlights debates over ideological control, misinformation, bias in media, and conflicts over rights relating to gender, health, and protest."",
  ""keywords"": [
    ""woke ideology"",
    ""free speech"",
    ""media bias"",
    ""progressive influence"",
    ""social activism"",
    ""political polarization""
  ]
}",
95,106,40,solar energy growth and impact,"Solar energy in the United States is experiencing rapid growth, driven by supportive policies and technological advancements. This boom is creating tens of thousands of jobs, boosting local economies, lowering energy costs, and contributing to cleaner air and reduced carbon emissions, with increased manufacturing capacity and innovations in solar technologies and recycling.","[""solar jobs"", ""US manufacturing"", ""clean energy"", ""policy support"", ""economic benefits"", ""technology advancements""]","{
  ""topic"": ""solar energy growth and impact"",
  ""summary"": ""Solar energy in the United States is experiencing rapid growth, driven by supportive policies and technological advancements. This boom is creating tens of thousands of jobs, boosting local economies, lowering energy costs, and contributing to cleaner air and reduced carbon emissions, with increased manufacturing capacity and innovations in solar technologies and recycling."",
  ""keywords"": [""solar jobs"", ""US manufacturing"", ""clean energy"", ""policy support"", ""economic benefits"", ""technology advancements""]
}",
96,28,28,Solar Energy Projects and Community Impacts,"A diverse range of solar energy projects are being developed across various regions, leading to increased renewable energy production, job creation, economic investment, and community benefits such as energy cost savings and environmental improvements. While most communities experience positive developments, some express concerns about property values and local restrictions on solar expansion.","[""solar energy"", ""job creation"", ""local investment"", ""community benefits"", ""renewable projects"", ""property value concerns""]","{
  ""topic"": ""Solar Energy Projects and Community Impacts"",
  ""summary"": ""A diverse range of solar energy projects are being developed across various regions, leading to increased renewable energy production, job creation, economic investment, and community benefits such as energy cost savings and environmental improvements. While most communities experience positive developments, some express concerns about property values and local restrictions on solar expansion."",
  ""keywords"": [""solar energy"", ""job creation"", ""local investment"", ""community benefits"", ""renewable projects"", ""property value concerns""]
}",
97,27,27,"Local Governance, Community Development, and Environment","The claims emphasize the importance of transparent, responsive local governance, responsible fiscal practices, and inclusive community engagement. Key issues raised include infrastructure improvement, affordable housing, environmental protection, clean energy advocacy, public safety, and ensuring all voices are heard in policymaking.","[""local governance"", ""community engagement"", ""infrastructure"", ""environmental protection"", ""public safety"", ""affordable housing""]","{
  ""topic"": ""Local Governance, Community Development, and Environment"",
  ""summary"": ""The claims emphasize the importance of transparent, responsive local governance, responsible fiscal practices, and inclusive community engagement. Key issues raised include infrastructure improvement, affordable housing, environmental protection, clean energy advocacy, public safety, and ensuring all voices are heard in policymaking."",
  ""keywords"": [
    ""local governance"",
    ""community engagement"",
    ""infrastructure"",
    ""environmental protection"",
    ""public safety"",
    ""affordable housing""
  ]
}",
