cid,text,stance
739504354971014,"STAY HYDRATED! 🥤💧 With this message, we put our new water dispensers into operation last week.

By switching from reusable water bottles to water dispensers, we want to take the next small step in the right direction on our way to becoming a more sustainable company. In doing so, we are making a contribution to environmental protection and also promoting the health of our colleagues. The new water dispensers are designed to encourage our colleagues to stay hydrated at work.

By using the water dispensers, we are not only reducing a small part of our CO2 emissions, we are also conserving resources. The dispensers use filtered tap water, which is available directly on site, so there is no need to produce and transport bottled water. 🌍💚",Pro-Climate
24280606328227899,The next 90 days of coal will cost Michiganders $100 million dollars! Michiganders should turn the page on costly fossil fuel!,Pro-Climate
1433630394581705,The future is here in Ann Arbor. Solar + Storage is the cheapest and best way to add electrons to the grid to reduce everyone's bills. Read how this neighborhood has done it:,Pro-Climate
476841388776750,"As we aim for net zero, power generation, consumption, and sustainability must undergo major changes. In 2024, market volatility, geopolitical tensions, and fragile supply chains will shape the energy transition. Discover the key forces driving this shift and how technology plays a vital role.",Pro-Climate
27164226023192285,"Legendary climate leaders Bill McKibben and Rebecca Solnit are coming to Phoenix, AZ, and Reno, NV, for the Silver Wave Tour! Seats are limited, so act fast to reserve your spot.",Pro-Climate
511646144908167,What do honey bees and solar farms have in common?,Pro-Climate
3450322831928234,"In Agadez, a city in the heart of Niger that is the gateway to the Sahara, Amma Attouboul has been appointed to take care of a 500-year-old mosque. The mud-brick structure could pave the way for coping with climate change.",Pro-Climate
1201102571669516,"Discover what Energy Secretary Chris Wright calls an ""awesome resource"" – a breakthrough drilling technology that could power America for 30,000 years without oil, gas or nuclear. 

While the government quietly auctions off prime Utah desert parcels, billionaires like Buffett, Gates, and Bezos are securing their stakes in this $3 trillion opportunity. 

Get the full report now and discover the 4 stocks positioned dominate the energy revolution.",Pro-Climate
1641246223452875,"Are you interested in trying acorn flour? Wondering why we stopped eating acorn? Want to know how you can help bring this native, no-irrigation food back to the mainstream? (We need your help!)
https://www.manzanitacooperative.com/musings/its-time-to-eat-acorn-again

We take a look at acorn (including a recipe for acorn snickerdoodles, which are to die for) in this short piece.",Pro-Climate
579366991713566,2X Match Alert: Climate change adds significant challenges for the people and animals who call the Bay home. Donate now and double your gift to help the Bay build resiliency against climate change this Giving Tuesday.,Pro-Climate
504309032443764,"New edition on #risk #resilience #ClimateActionNow
#ClimateWeekNYC #ClimateWeek  #climateweek2024 #ClimateAction #riskmanagement #ResilienceBuilding #crisismanagement #globalwarming
#decarbonize #foodsecurity #energy

Can resilience match the fast rising climate risk?
Which has greater precedence, prevention or coping?
Will technological breakthroughs bail us out in time?

https://link.springer.com/book/10.1007/978-981-97-2769-8
discount code dN6G2oOSKIg4u4",Pro-Climate
489121540361980,"Communities everywhere are facing the impacts of climate change. At @thesearanchlodge on California’s Sonoma coast, residents contend with coastal erosion and wildfire risks. Embracing the challenge, Dan Wood chose Harvest to decarbonize his home, exemplifying the community’s dedication to a greener, more resilient future. #hvac #heatpump #sustainability",Pro-Climate
522242117186575,"ALTist’s Premium Plant-Based Portfolio: Setting New Standards for Taste and Texture

When considering plant-based meat alternatives for a healthier lifestyle and to combat climate change, many are put off by the perceived lack of taste. In particular, soy-based meat substitutes are often perceived as having an off-putting odor and flavor, deterring potential consumers. 

If you want to know more?
👉 https://www.k-foodtrade.or.kr/brd/m_139/view.do?seq=753&srchFr=&srchTo=&srchWord=&srchTp=&srchTp2=&srchWord2=&itm_seq_1=0&itm_seq_2=0&multi_itm_seq=0&company_cd=&company_nm=&page=1

#korean #kfood #altist #food #plantbased #koreaagrafood",Pro-Climate
9502893026443313,"Higher energy bills coming? 💸 Expanding LNG exports could raise your household costs over $100/year, says the Dept. of Energy. Tell the government what YOU think! ➡️ https://bit.ly/4kY1GaQ",Pro-Climate
795013913024380,"Pasta is a delicious and sustainable food as it has got a low environmental impact: 20% reduction in water usage, a 95% recovery rate of garbage, and a 21% reduction in carbon dioxide (CO2) emissions.",Pro-Climate
1143884040845670,"🗳️ FINAL WEEK FOR EARLY VOTING 
Let’s build a La Crosse that works for everyone.

I’m Aron Newberry, and I’m running to represent District 9 on the La Crosse City Council. I’m honored to be endorsed by a broad coalition of organizations that believe in equity, service, and real leadership:

💥 Who’s Endorsing Aron Newberry and Why:
🔬 314 Action – supports pro-science, data-driven candidates with a background in public service and a commitment to evidence-based decision-making.

🌎 Citizen Action of Wisconsin – backs bold progressive candidates who fight for healthcare access, climate justice, and economic equity.

🗳️ La Crosse County Democratic Party – endorses candidates grounded in community values, ready to lead with integrity and vision.

📈 Wisconsin Progress – recruits and trains candidates who will stand up for working families and progressive change in local government.

🛠️ Wisconsin AFL-CIO – supports candidates who fight for workers’ rights, fair wages, and strong union protections.

🎖️ VoteVets – champions veteran leaders committed to service beyond the uniform, advocating for smart policy and inclusive communities.

🏡 Working Families Party – endorses candidates who fight for affordable housing, livable wages, and racial and economic justice.

🕌 Wisconsin Muslim Civic Alliance – supports candidates who stand for inclusion, equity, and the protection of civil rights for all people.

What do they all have in common?
They believe in leadership that shows up, listens, and delivers.
They sought me out because I’ve spent my career removing barriers to care, standing up for the most vulnerable, and building partnerships to solve real problems.

✅ Endorsed.
📍 Rooted in District 9.
💼 Proven public service.
🏙️ Ready to lead.

🗳️ Vote early this week or on Election Day—Tuesday, April 2.
Let’s build a La Crosse rooted in Service. Leadership. Community.

🔗 Learn more: linkedin.com/in/newberry54601
#VoteNewberry #District9 #EarlyVoting #LaCrosseForward #EndorsedToLea",Pro-Climate
538804502226501,"Wondering what #COP29 is all about? With the 2024 UN Climate Change Conference underway, world leaders are gathering to make essential climate decisions. This year’s focus is on finance, highlighting the need for a new global climate funding target.

Watch the video below to learn more about @[61557041335686:2048:COP29 Azerbaijan]!",Pro-Climate
2075425439519545,"Leonardo DiCaprio: Addressing climate change is the most urgent issue of our time. Recently appointed by UN Secretary-General Ban Ki-moon as a Messenger of Peace with a special focus on climate change, the Oscar-nominated American actor Leonardo DiCaprio spoke at the opening of the Climate Summit at the United Nations Headquarters in New York on September 23. He emphasized that solving climate change is not a political issue, but one that is crucial to human survival. Now is the most urgent time to act.",Pro-Climate
1286661122501379,"Climate change is real, and rural communities are already feeling it. We need leaders who will be honest about our changing climate and take action to protect us! 🗳️💪 Learn why climate is a rural issue and how your vote makes a difference -- curemn.org/rural-agenda!",Pro-Climate
905230261656219,"TOP STORY: New research revealing high levels of mercury in Texas bay raises alarms about dredging for oil tankers 

A scientist’s research showing high levels of mercury in seafood and sediment in a Texas bay is raising concerns that a proposed dredging project to benefit an expanding oil terminal would release more mercury into the bay. 

The proposed expansion of the Seahawk Oil Terminal in Point Comfort is part of an oil export boom along the Gulf Coast that has unfolded since Congress in 2015 reversed a ban on U.S. crude oil exports. The Port Lavaca project is one of 15 oil terminal projects across the country – including nine new export terminals planned, five expansions, and one under construction, according to public records compiled in the Oil & Gas Watch database. 

Jessica Dutton, a marine toxicologist and associate professor of biology at Texas State University, described her research findings about mercury in Lavaca Bay during an August 22 community meeting in Port Lavaca. 

Dutton's research found high levels of the neurotoxin not only in sediment at the bottom of Lavaca Bay, located about two hours southwest of Houston, but also in nearly half of some fish species caught in part of the estuary. 

Her study comes in the context of a massive proposed U.S. Army Corps of Engineers dredging project to widen, lengthen, and deepen a shipping channel that cuts through the bay to allow larger and more heavily loaded oil tankers to access the terminal. Local fishermen and environmental advocates are concerned that dredging will stir up mercury in the bay and allow it to accumulate in fish, shrimp, crabs, oysters, and other wildlife.  

Read the full story at news.oilandgaswatch.org.",Pro-Climate
491479537051325,"Depaving is a real thing.  We have the means of getting things back on track on this planet!! We have no choice

#depaving #savetheplanet #climatechange #climate #cleanuptime #noextinction #sustainable #renewable #carbonfootprint #technology #innovation",Pro-Climate
1065688158535391,"Re-elect Katie Melendez for Vista City Council District 3! With the endorsement of the San Diego County Democratic Party, Katie remains a committed advocate for affordable housing, safer neighborhoods, and a sustainable future. Let’s keep building a stronger Vista with her experienced leadership.",Pro-Climate
1387052308753558,"🌍✊ Historic Moment for Our Planet! ✊🌍

DAY 1: The final round of @unep negotiations for a Global Plastics Treaty is now underway! This is a pivotal moment in the fight against plastic pollution. Environmental and civil society organizations and frontline, fenceline and Indigenous experts have come together to demand a strong and effective global framework to tackle the growing crisis.

The Pacific Environment team is here on the ground in Busan, Republic of Korea advocating for an ambitious treaty with legally binding measures for curbing plastic production, a monumental step toward a more sustainable future for our planet. 🌱

Help us keep pressure on global leaders to take bold action and make real change! The time to act is NOW. 🌎

#PlasticPollution #FossilFuels #Sustainability #ClimateAction #NoPlanetB #BreakFreeFromPlastic #PlasticPollutes #INC5 #PlasticsTreaty",Pro-Climate
1455014172169317,U.S. Senator @[100044343943390:2048:Lisa Murkowski] is advocating for smart policies on clean energy tax credits so they can continue to boost local economies and make way for critical investments in Alaska and across the nation. https://x.com/mkraju/status/1930336319672058074,Pro-Climate
9398361680220600,"Join the #SlingshotChallenge for a chance at $10,000 USD in funding for your idea to improve the planet.,Join the #SlingshotChallenge for a chance at $10,000 USD in funding for your idea to improve the planet.,Join the #SlingshotChallenge for a chance at $10,000 USD in funding for your idea to improve the planet.",Pro-Climate
492962849768761,"In Canada, fossil fuels are being checked on their misinformation. 

https://bit.ly/3C9Ptho",Pro-Climate
969132461781357,"🌎✨ Ready to lead the change in your community?

Cool OC’s Youth Climate Leadership Program is now accepting applications for Summer 2025! Middle and high school students in Buena Park, Fullerton, and nearby areas—this is your chance to build your community leadership skills for real change. 💪🌱

✅ 8 hours of interactive training (virtual or in-person)
✅ Independent projects to put your learning into action
✅ Graduation celebration + certificate of completion
✅ Choose your session: July or August!

Whether you’re passionate about clean energy, climate action, or community resilience, this program gives you the tools to lead.

DEADLINE: May 23rd, 11:59pm.

🎉 Spots are limited—apply now! Link is in bio or visit www.cooloc.org/youth
📧 Questions? email programs@cooloc.org

#CoolOC #ClimateLeaders #YouthLeadership #ClimateAction #BuenaPark #Fullerton #NorthOC #StudentLeaders #Sustainability #FutureChangemakers",Pro-Climate
563180752886875,The Sierra Club supports Lena Gonzalez because she’s helping lead the fight against climate change.,Pro-Climate
1160488452379789,"“Knowledge evolves and grows, matter does not; a lump of coal is fixed, the design of a battery is not.” 

As renewable technology grows in scale and efficiency, it’s leaving conventional sources tied to fluctuating fuel costs in the dust. Utility-scale wind and solar already beat most types of traditional power plants on cost, and as research refines the technology further, cost per MWh will continue to fall. Learn more from @[100064516820465:2048:RMI]:",Pro-Climate
571856428998758,"Good governance has nothing to do with “climate change” or pronouns. It has to do with how well you put out fires 🔥, provide clean drinking water 💧, put criminals 🥷 behind bars, promote private sector growth 💵, & manage your borders 🇺🇸.",Pro-Climate
1552701068946386,"Arizona’s extreme heat is not just a record—it’s a warning. This summer, we saw firsthand how climate change is impacting our daily lives and each child’s future. It’s time to act, and it starts with us. Voting is our superpower, and together, we can protect our families and future generations. Let’s make a plan to vote like madres, tías, and abuelas who are committed to a better future! Go to votelikeamadre.com to share your voting plan. 🌎

In Paid Partnership with @votelikeamadre

#sponsored #VoteLikeAMadre #UnnaturalDisasters #PinkyPromise",Pro-Climate
1364759264626710,"Follower spotlight 🌟 Rock E. supports wind and solar energy projects for their health and safety benefits! Because wind turbines and solar panels operate without emissions to their surroundings, they help clear the air. 🌬️

Thanks again, Rock, for chiming in to share your support!",Pro-Climate
1723181664935775,"We are excited to share our 2024 Sustainability Report, showcasing our progress toward Making Better Essential. It highlights our strategic targets achievements, the establishment of new targets, and advancement of sustainability leadership through sustainable product design.",Pro-Climate
1925541411281788,"Measure J is devastating for Sonoma County. It threatens to eliminate thousands of local jobs, impacting local services like police and fire, while raising the cost of living and destroying sustainable dairy farming in Sonoma County.

Measure J would have deep and permanent consequences for all who call Sonoma home.",Pro-Climate
459461330177628,"A lawmaker was blocked from sending a House mailer that is critical of DTE Energy’s influence on the Legislature.

Click to learn more.",Pro-Climate
1237168567338708,"At COP 29, we are specifically focused on building consensus and momentum around the need for greater urgency around climate preparedness — grounded in an understanding of the risks that nations, communities, and ecosystems face under different action scenarios.

🎥: @climateacceptancestudios 

#ClimateScienceForChange #cop29 #cop29azerbaijan",Pro-Climate
1075865160704566,"If there’s a ‘critical crossroads’, it’s at 541 and Marne: Self-storage or keep it green? 🌳 Vote for the Open Spaces candidate for a green, sustainable Hainesport!",Pro-Climate
563446499463540,Donate to help the NRDC Action Fund block Trump and his Big Oil allies in Congress,Pro-Climate
1220746452941553,"Pope Francis fought for climate, justice, and inclusion. Sign to protect his legacy in the next papacy.",Pro-Climate
2089546274782013,"Is your business ready to adjust to the reality of climate change? 62% of executives polled by MIT Technology Review Insights report their infrastructure is exposed to climate impacts, with 75% considering relocation. Download the report to learn how business leaders are mitigating climate change impacts: https://ter.li/MEDC_MITTR_social",Pro-Climate
2439121266466627,"#Advertisement feature presented by the World Energy Council 

What’s the Energy Trilemma? 🤔

Learn more about how communities around the world can find the balance when working towards energy transitions. ⚡

#HumanisingEnergy",Pro-Climate
1490606265446584,"Cynthia Daley, and co-founder and Director of the Center for Regenerative Agriculture & Resilient Systems at California State University, Chico, is a nationally recognized leader in regenerative agriculture.",Pro-Climate
2701236003393991,"Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.",Pro-Climate
1110908054295648,Delawareans could have saved nearly $50M on energy bills in January if offshore wind was online. Pass SB 159!,Pro-Climate
1099972945394530,Leviton is excited to release our 2024 Sustainability Report. We’re proud to share the progress we’ve made toward a more sustainable future.,Pro-Climate
1168818281444418,"“The impact is going to be enormous for Wyoming. Job creation, new business lines for the state where the economy needs it, and I think there’s going to be just many, many opportunities coming out of the Teton Leadership Summit for not only Teton County but the entire state of Wyoming.” - Mike Eden, Market President of First Western Trust.

The Teton Leadership Center is one of the many WIP-backed efforts designed to empower organizational leaders, entrepreneurs, and community members with the knowledge, skills, and mindset necessary to create a sustainable and prosperous future. Focusing on education, dialogue, and research, this annual summit supports Wyoming’s leadership practices in a way that promotes economic growth and sustainability across personal, community, and environmental domains.

Learn more at the link in our bio.",Pro-Climate
2024776361316293,"Michigan has passed a new law on renewable energy projects, and the next step is determining how it will be applied in our local communities. Join us to learn what this means for you and to ensure we protect local landowners' rights as it gets put into action.",Pro-Climate
693727086364184,"Thank Senator Curtis for supporting clean energy tax credits that power America.,Thank Senator Curtis for supporting clean energy tax credits that power America.",Pro-Climate
2316680888687936,"A Ban on Large Modern Farms Was Stopped in Sonoma County, California

In November 2024, Sonoma County residents voted against a proposed ban on large modern farms. Created by Direct Action Everywhere (DxE), an anti-animal agriculture group known for trespassing on private agribusinesses and stealing livestock and poultry, Measure J threatened to permanently ban most modern farms and animal husbandry practices in Sonoma County.

Local farmers came together with early voting on the ban, showing an 85% “no” vote on Measure J, according to Dayna Ghirardelli, executive director of the Sonoma County Farm Bureau, in a KQED press release. Support also came from outside the local farming community, with campaign spending on Measure J reaching $2 million.

At AGPROfessionals, we also stepped up to advocate for our animal agriculture clients in response to the Measure J ban as well as the proposed bans in Denver, Colorado. Our communications team produced original articles and boosted them on our social media outlets. We also shared articles and notices produced by livestock association groups and other partners. Over the last number of months, our efforts reached tens of thousands of voters in each demographic area.

Measure J Would Have Impacted All of Animal Agriculture in the County

According to the Sonoma County Voter Information Guide, animals included in the Measure J ballot initiative were cattle, mature dairy cattle, veal calves, swine, horses, sheep, laying hens, broilers, and ducks, making it clear that no animal agribusiness in Sonoma County would have been exempt. If Measure J were to have passed, all large modern farms in Sonoma County would need to be “phased out,” and future developments of large modern farms would be “prohibited.” Current operations would have had three years to “phase-out” or meet Best Management Practices set by the county Agricultural Commissioner. Failure to cease or comply within the three years would have resulted in fines starting at $1,000 for the first day, $5,000 for the second day, and $10,000 every day in “violation” thereafter. In addition to fines, non-complying large modern farms would have also faced other enforcement available by law and at the discretion of the Agricultural Commissioner.

Family Farms Would Have Been Impacted

Opponents of the ban pointed out that the bill targeted multi-generational farming families in Sonoma County. According to an American Farm Bureau fact sheet about agriculture and food, in 2022, 95% of all United States farms are family owned.

If it passed, Measure J would have shut down large modern farms housing 89,000 cattle, 13,508 sheep, 2,935 hogs, 4,362 goats, and 225,496 laying hens, pullets, and broilers, according to the 2023 Sonoma County Crop Report.

Measure J Proponents Used Disinformation to Sway Voters

The verbiage on the ordinance claimed only “industrialized factory farms” would be prohibited and not “family farms.” This claim by the writers of Measure J was wholly disingenuous and misleading. Measure J proponents also claimed large modern farms were “major polluters and the breeding ground for diseases.” This statement was also false, as Sonoma County farmers are held to high animal welfare standards and environmental regulatory compliance. Family farms in Sonoma County use best practices to protect water quality and other environmental impacts. The coalition opposing Measure J ensured voters were aware that “Sonoma County’s farms are among the most progressive in the nation, setting high standards in sustainability and animal welfare. Our farmers are leaders in animal care, carbon sequestration, and environmental stewardship, practices that will be undermined by Measure J.”

The Group Behind Measure J – Was Also Behind the Slaughterhouse and Fur Bans in Denver

Founded in 2013 by Wayne Hsuing, a lawyer who subscribes to animal rights and environmental extremist ideology, Direct Action Everywhere (DxE) engages in extreme tactics to attack animal agriculture. An article by Protect The Harvest outlined some of the tactics used by DxE, including committing crimes such as theft of animals, which they call “open rescue,” and focusing on small organic farms that do not have the resources to fight back against DxE activities. DxE’s “open rescue” policy includes breaking into and stealing animals from farms and ranches, which risks the health and welfare of the livestock they steal and the livestock on the premises. According to the same article, the organization also targets small organic farms to further its “all animal agriculture is abuse” narrative.

Pro-Animal Future (PAF) is an anti-animal agriculture group connected with DxE. Based out of Denver, Colorado, PAF is a sub-group of the Phauna Foundation, a 501 c (3). Its website states that the organization is “known in the animal rights community for its studies on public attitudes regarding the use of animals for food.” According to an article by Protect The Harvest, PAF used its influence to further its vegan agenda in the Denver area to get similar initiatives to Measure J on the ballot. The ballot initiatives targeted animal processing facilities and the sale of fur products in Denver city and county.

The Ultimate in Sustainability and Animal Welfare

Today’s farmers and ranchers operate on very thin margins. Animals that are stressed or unhealthy do not produce well. Therefore, animal welfare and efficiency are top priorities for producers. With this in mind, university researchers and livestock veterinarians have developed modern farming practices in conjunction with producers who have generations of practical knowledge and experience. The practices employed by large modern farms help ensure the animals' health and well-being, reduce inputs, and make the most of land, water, and other resources.

Not only are large modern farms, primarily owned by families, feeding the country, but more and more are doing so utilizing sustainable energy. Some examples of the use of renewable energy on farms and ranches include geothermal, solar panels, windmills, hydro systems, and methane digesters. In 2022, 153,101 farms and ranches used renewable energy. This is a 167% increase from 2012 when only 57,299 farms used on-farm renewable energy practices.

Large Modern Farms Support Local Economies

The latest statistics from the American Farm Bureau Federation show that there are 1.9 million farms and ranches in the US, comprising less than 2% of the population. Family-run operations account for more than 95% of total agricultural production value. One large modern farm, on average, feeds 169 people in the U.S. and abroad annually.

In Sonoma County, large modern farms support the local, state, and national economy by adding tens of millions of dollars in revenue each year. According to the 2023 Sonoma County Crop Report, the livestock industry in Sonoma County contributed $39,489,100 to the local economy in 2023.

Looking Toward the Future

In her article about the recent ballot initiative in Sonoma County, Hannah Weeman Thompson from Animal Agriculture Alliance emphasized the importance of staying abreast of threats to animal agriculture and turning out to vote “no” when these initiatives appear on the ballot. We must stand up against groups like DxE and PAF and stop bans on large modern farms and slaughterhouses from gaining traction. “Losses today are unlikely to deter activists,” Weeman said, “as they believe ‘even if none of them pass, it’s going to set a precedent, we’ve already won by getting these on the ballot.’”

Thankfully, Measure J did not pass, and neither did the bans in Denver. However, despite this defeat at the polls, the threat to large modern farms is far from over. The groups vying to end animal agriculture are motivated by their ideology and they have a long game.

Links to references can be found in this article on our website",Pro-Climate
532049093095941,"This group makes up just 6% of the global population, but protects up to 80% of our remaining biodiversity. Meet the most committed keepers of planet Earth.",Pro-Climate
3860215437563445,"House Republicans want to cut clean energy tax credits—putting 42,000 Georgia jobs and $28 billion in local investments on the line.",Pro-Climate
927763369312171,"Two historic Northwest Philadelphia bridges are being restored with $14.2 million from President Biden's clean energy plan. These upgrades will make the Bells Mill Road and Valley Green Road bridges more resilient to extreme weather, ensuring safer, stronger connections for generations to come. 🌉 Learn More: https://boomtownusa.us/14-2-million-to-strengthen-two-of-philadelphias-most-iconic-bridges/ #BridgeSafety #ClimateResilience #PhillyStrong",Pro-Climate
1113814127420088,"Young people are more passionate than anyone about protecting our planet. It's time we listened to what they have to say. 📢

Meet just a few of our climate heroes who will be traveling with us to COP29 next week to advocate for a more sustainable future.
https://childfund.pulse.ly/ndhtfbyrcb",Pro-Climate
1462707528005056,"Do you know how offshore wind works?⁠
⁠
It's just like a wind turbine you might see driving down the road, but it captures the power of the wind out in the ocean and expands our capacity to turn wind into clean energy. ⁠
⁠
Plus, they're built out in the ocean on a port - all parts get moved out to sea and they are put together like a Lego build! ⁠
⁠
#windbasics #cleanenergybasics #windpower",Pro-Climate
1091756775654652,"More high-quality jobs for Americans? Yes, please. Thanks to the Inflation Reduction Act (IRA) and $500B in investments, over 100K new clean energy jobs have been generated throughout the US. Check out Tyler’s journey, from welding to solar equipment manufacturing, and see what it means to him to provide a sustainable future for his family and energy independence for our country. Click the bio link to hear from more Americans.

Has the IRA impacted your life? Share in a post, tag @Nextracker_inc and include #NXWorkersStories.

#SolarWorkersStories #CleanEnergyAcrossAmerica #CleanJobs #SustainableEnergy #Nextracker #NXT #AmericanJobs",Pro-Climate
1127809589244301,"""Pollution from the burning of dirty energy sources is warming the planet and making floods, droughts, and other extreme weather events more frequent and severe here in Virginia and across the globe.  

Can clean energy help solve the problem? We think so! What are your thoughts?""",Pro-Climate
1108191013990774,Join ReTree Hawaii to plant trees in November! Find a site near you at https://retree-hawaii.org/planting.,Pro-Climate
7498143713617593,"“One of the most significant benefits of community solar projects is the potential to reduce energy costs for low-income households,” Mojica said.",Pro-Climate
1606176736631354,"I was scolded for not providing the actual endorsement from the Wisconsin State Journal--so here it is below!  I also want to point out the other endorsements I am proud to have--check out my website page to see more!
#wisconsinconservationvoters
#sierraclub
#wisconsineducationassociationcouncil
#PlannedParenthood
#AFLCIO
#Teamsters
#CandidatesforGood
#CareforWisconsin
 

From the Wisconsin State Journal:  
Julia Henley-- District 41
 

Julia Henley, a Democrat from Blue River, wants to protect the beauty of the Driftless Area while encouraging rural development in sustainable ways. Her background in construction and design, as well as flood relief, will bring knowledge and ideas to state debates over regulation. Henley faults state leaders for “starving” schools in the district, which includes Wisconsin Dells, Reedsburg and Richland Center. She also faults Republicans who control the Legislature for failing to take federal Medicaid dollars, which she says could help keep more rural hospitals open. Henley favors abortion rights, unlike her opponent, Rep. Tony Kurtz, R-Wonewoc, who didn’t meet with our editorial board. She also favors legalizing small amounts of marijuana, just as surrounding states have, while being sure to educate young people about the risks. Henley pledged to be a “bridge-builder” in the Legislature if elected. She said she learned how to pull people together while leading a nonprofit. She would be a more independent advocate for her constituents.

Thanks! J:)",Pro-Climate
530467229880212,"As climate change disrupts the delicate balance of grape maturity, winemakers face increasing challenges in achieving the ideal phenolic and technological maturity. Traditional extraction methods often fall short, leaving many winemakers struggling to adapt. But a groundbreaking solution has emerged: eco-innovative ultrasound technology.

This session, led by Agrovin Group, will showcase how innovative ultrasound technology maximizes compound extraction, improves wine quality, and reduces vinification costs—redefining the enology toolkit for the future.

Join us on December 5th and discover how to boost extraction, improve quality, and cut costs!",Pro-Climate
1644263822811995,"The South is facing the one of the largest methane gas buildouts in the country.

As utilities regionwide continue to propose new gas plants and gas pipelines that would lock us into yet another fossil fuel for decades, derailing the transition from coal to clean energy.

Methane gas power plants and compressor stations threaten surrounding communities — often communities of color who have already borne the brunt of harm from industrial facilities for decades — with dangerous air pollution.

SELC and our partners are pursuing all legal and policy avenues to stop this gas grab: filing lawsuits against proposed plants and pipelines, challenging utility plans in public utility commission proceedings, advocating for renewable energy alternatives, and working to leverage federal climate action.

Learn more at our link in bio.",Pro-Climate
1492619364950079,"Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange,Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange,Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange",Pro-Climate
1078574260580159,"“We have more frequent heat waves now here in the U.S. and worldwide,” Russell says.",Pro-Climate
1029438635655618,"Construction on the Hashknife Solar Energy Center is underway!🚧 You may begin to see delivery trucks in the area.
 
Find out more here 👉 HashknifeSolar.com,Construction on the Hashknife Solar Energy Center is underway!,Construction on the Hashknife Solar Energy Center is underway!🚧 You may begin to see delivery trucks in the area.
 
Find out more here 👉 HashknifeSolar.com,Construction on the Hashknife Solar Energy Center is underway!🚧 You may begin to see delivery trucks in the area.
 
Find out more here 👉 HashknifeSolar.com",Pro-Climate
919232033396130,"OPEN HOUSE SATURDAY 10/5 12-4 AND SUNDAY 10/6 12-5

An Unprecedented Opportunity In A Sold Out Community...

Welcome To Your Dream Home At The Farm In Poway! 
CLICK THE LINK BELOW FOR A FULL PROPERTY SHOWCASE:
http://www.17985standrewsdr.com

Newly built and released in 2023 this exquisite 5-bedroom, 5.5 bathroom residence offers the perfect blend of luxury, comfort, technology, and easy modern living.

This residence is the largest in the ""Homestead"" enclave and features the highly sought after Lennar ""NextGen Suite"". 
The ""NextGen"" suite functions as a ""home within a home"" offering guests or family a private one bedroom suite including a living room, kitchen, full bathroom and in-unit laundry with a private entrance.

Energy efficiency and technology is at the forefront of this home's design with a fully owned 11 panel state-of-the-art solar system by Sunnova, ensuring lower utility costs and a reduced carbon footprint. Enjoy efficient on demand hot water with a tankless heater and meet everyones temperature preferences with 3 separate climate zones. Control the homes systems at the touch of a button through a series of ""smart home"" apps.

As you step inside the home, you'll be greeted by a bright and airy open-concept layout that seamlessly connects the living spaces, creating an inviting atmosphere for both family gatherings and entertaining guests. 
The gourmet kitchen is a chef's delight, featuring quartz countertops, stainless steel appliances, and elegant Shaker-style cabinetry.

Enjoy top tier Monogram appliances featuring a 6 burner range and oven along with a separate double oven set that can all be controlled by the Monogram app.

The spacious bedrooms provide tranquil retreats, with en suite bathrooms that feature high-end fixtures and finishes.

A dedicated office space on the main floor offers peaceful work at home experiences and an upstairs flex room provides an additional space for entertaining, studying, and working out.

This home occupies one of the largest and best oriented lots in the entire beautiful master-planned community of The Farm and is situated directly next to the charming native plant and butterfly garden.

The home is adjacent to all of the special amenities of The Farm including incredible hiking trails, picnic areas, playground, community gardens, and dog park. 

You are in close and easy proximity to all the best of Poway including some of the highest rated schools in the county, Lake Poway, shopping, dining, numerous country clubs and golf courses and the esteemed Rancho Bernardo Inn And Spa. 
Enjoy hiking Iron Mountain and nearby equestrian opportunities. 

This home offers the perfect balance of suburban tranquility and modern amenities. 

This community has sold out of other models and this is your very unique and special opportunity to own a new, beautiful, and thoughtfully designed home in what is truly one of the most well appointed new home communities in San Diego.",Pro-Climate
