cid,Stance,text
bafyreibkdvmla7fw5tbxi2val5zkuy2ssxdx2byh4nmv2b63e7cwmcy2ba,Pro-Energy,"Donald Trump, ""I will declare a national energy emergency, we will drill baby drill"" ""We will export American energy all over the world"" ""We will be a rich nation again.. It will be that liquid gold under our feet that will help to do it"" ""We will end the Green New Deal"""
bafyreie754vckofx32xnesjfsbaxwyoqxoefm24v6vxmeon4t3c336rgyy,Pro-Energy,"OMB released this memo halting federal grants and loans: Cites “ending wokeness”, “The use of federal resources to advance Marxist equity, transgenderism, and green new deal social engineering policies is a waste if taxpayer dollars that does not improve the day to day lives of those we serve”."
bafyreiblk45z4tglneyoaiabmcmqb5kdsgrb72zp3ew2snh6sfgy3xf7l4,Pro-Energy,"“I will declare national energy emergency, we will drill” “We have the largest amount of oil and gas. We are going to use it. We will bring the prices down.” “Liquid gold under our feet” “We will end the green new deal”"
bafyreibyg6eamvgyrl4vu4lns2mz7zch6n33m2f7zqncfszb42zmnli7m4,Pro-Energy,"executive orders national emergency at our southern border deportation of millions troops to the southern border all foreign gangs will be removed rapidly bring down inflation and costs national energy emergency, drill baby drill use our oil and gas end green new deal ev tax breaks"
bafyreianzrme34l4jqmt2n7fbauuvo3qhol5txvtfrrpfbx4dgmbfw7y6q,Pro-Energy,"End all diversity, equity, and inclusion programs across the federal government Establish biological sex definitions Rename historical places like the Gulf of America Sign specific presidential memorandum to ensure that costs for American taxpayers are lower End the Green New deal"
bafyreidttzajgcrrsta3vj3fle2la2ikrcmoxaeretowgtpo6zjzdjoudm,Pro-Energy,"Trump's upcoming blizzard of executive orders - 'An executive order on unleashing American energy will be particularly detailed. It will include permitting, coal, and natural gas policies, and put a stop to Green New Deal and climate spending initiated by Democrats.' www.politico.com/news/2025/01..."
344159625178862,Pro-Energy,"In this episode of ""American Potential,"" host Jeff Crank dives into a discussion with Mike Chadsey, Director of External Affairs for the Ohio Oil and Gas Association, exploring the vital role of the energy sector in Ohio's economy. Chadsey provides an insider's look into the industry's transformation, from its historical roots as a major oil producer to its current advancements in shale and natural gas. He highlights the significant impact of energy production on local employment and technological innovations, underlining Ohio's crucial position in the national energy landscape. Chadsey also tackles the current challenges facing the industry, including regulatory hurdles and the public perception of energy practices. With a focus on sustainable development and environmental stewardship, he argues for balanced energy policies that support both economic growth and ecological health. This episode sheds light on the interconnectedness of energy production with broader economic and environmental goals, promoting a deeper understanding of how responsible resource management can lead to prosperity and stability."
974797584001253,Pro-Energy,"Thanks to Commission Christi Craddick’s leadership, last year the Texas oil and gas industry contributed a record-setting $26.3 billion in royalties to help fund our roads, schools, and future. Let’s keep Christi Craddick serving at the Texas Railroad Commission!"
1644645893021846,Pro-Energy,"Our nation has abundant resources, and we’re in a race for our future. So why is Washington pumping the brakes on our energy security?"
1147093969658240,Pro-Energy,"Oil & natural gas supply our world with cleaner, more reliable energy. Tell Washington: We need policies to keep the Lights On."
705402692419056,Pro-Energy,"Through our exploration, development and production of oil and natural gas – we’re driving America forward. Discover how we’re strengthening America’s energy future ?"
1023219773181576,Pro-Energy,"As America’s largest oil and gas producing company, ExxonMobil invested more than $100 billion in U.S. production in the last decade – creating job opportunities and securing America’s energy future."
885767213556328,Pro-Energy,Many jobs in New Mexico are provided by the oil and gas industry. Find out more about how oil and gas revenue provides for you and your family. www.brighterfuturenm.org
721890750144448,Pro-Energy,"Michigan lawmakers proposed legislation in June that would impose green energy mandates and carbon-emission standards. But even if the proposed laws were effective at halting Michigan’s CO2 emissions, they would have no impact on the climate — and do great harm to vulnerable Michigan residents. Read more: https://www.michigancapitolconfidential.com/votes/no-michigan-climate-policy-wont-improve-the-weather"
2505750416274538,Pro-Energy,"API President and CEO Mike Sommers joined @[100044271797482:2048:Dana Perino] on @[100059396147148:2048:Fox News] to discuss a growing list of actions by the administration that undermine our ability to build things in the U.S, from @[100064734458928:2048:U.S. Environmental Protection Agency]’s restrictive NAAQS standards to the #LNG permit pause. Watch:"
775199898023323,Pro-Energy,"?? Fact Check Alert! ?? The Milwaukee Journal Sentinel is spreading misinformation about Hurricane Milton, using it to push a misleading climate change agenda. They claim this hurricane season proves that “climate change is here”—but where's the evidence? Let’s set the record straight!"
814883824077137,Pro-Energy,Get the TRUTH about climate change and help stop misinformation from spreading at pragerU.com
1768662447867812,Pro-Energy,"Kathy Castor is at it again — pretending to be an environmental hero while backing policies that have failed Floridians for decades. Florida is fragile — but the real threat isn’t Trump, it’s career politicians like Castor who’ve been in office 20 YEARS while: *Toxic algae blooms choke our waters *Insurance rates skyrocket in flood zones *China & foreign firms buy up Florida land with no pushback from her *She’s voted for energy policies that raise costs but do nothing to stop global polluters Kathy Castor talks a big game about “clean water” while voting with a party that’s handed billions to green energy special interests and delivered zero results for Tampa. I believe in protecting Florida’s natural beauty — but we’ll do it with common sense, not fear-mongering and hypocrisy. *America-first energy *Clean water without crushing working families *Real accountability for polluters — foreign or domestic Time to stop the virtue-signaling and put Floridians first. Let’s bring leadership back to Tampa. ?? Donate now: www.rocky4congress.com #CastorOut #FloridaFirst #RockyForCongress"
1261892268110951,Pro-Energy,NGood evening Facebook family and friends I hope that everything is going well with everyone all over the world and the American American people all over the world and I just wanted to share with you all about how all states and all cities and all counties and all districts and especially in enterprise Alabama in coffee county Alabama how to restore the world's largest economy well with the state and federal and local governments having all of these diamonds and oil and natural gas and gold and other minerals I just can't understand why the economy is not growing I feel like that we don't have any equipment to drill for oil and gas and gold and diamonds and other minerals the states and counties and all cities and all districts have this equipment to drill for oil and gas and gold and diamonds and other minerals that the world has to offer but why is the states and cities and counties and all districts wanting to depend on other countries for their minerals and oil and natural gas and gold and diamonds when the world has these things I guess the states are to lazy to start mining again and drilling for oil and gas and gold and diamonds in their states and all cities and all countie …
704627652186138,Pro-Energy,Thanks to Senator Sullivan and the Trump Administration Alaska is OPEN FOR BUSINESS! Sign the thank you card!
1539546303695137,Pro-Energy,"Xtra Energy Secures U.S. Bureau of Land Management (BLM) Permit for Immediate Drilling and Roadwork at American #Antimony Project : #Nevada #Antimony #News #TheSolution #Invest #America #NationalSecurity https://accessnewswire.com/newsroom/en/oil-gas-and-energy/xtra-energy-secures-u.s.-bureau-of-land-management-blm-permit-for-immediate-dril-1036756 Xtra Energy Corp. is pleased to announce it has received final approval from the U.S. Bureau of Land Management (BLM) to commence road construction and drilling at its wholly owned American Antimony Project in Nevada. This approval clears the path for immediate development activities, including construction of low-impact access roads and drill pads targeting high-priority zones along the historic Antimony King, King Solomon, and Arrance Mine corridors. XTPT will post the required bond in the next few days. In addition, road access will enable the Company to evaluate and sample a series of high-grade antimony stockpiles distributed across the project site-many of which date back to historic production efforts during World War I and World War II. Notably, past operators shipped only material grading over 50% antimony (Sb), leaving behind s …"
668649499242100,Pro-Energy,"Oklahoma is built on oil and natural gas! ?? Over the last six months, Oklahoma is one of just three states to see positive rig growth, and we're second to only Wyoming in drilling activity growth — we're up nearly 40%! Source: @[100064681267317:2048:Baker Hughes]"
1007242124930578,Pro-Energy,"Among the Alaska provisions in the reconciliation bill is the removal of environmental restrictions that the Biden administration imposed in the National Petroleum Reserve Alaska. The bill also mandates approval of the Ambler Road corridor, across federal land in Northwest Alaska. And it requires at least six petroleum lease sales in Cook Inlet."
568440902940151,Pro-Energy,Senate confirms former North Dakota Governor Doug Burgum as Interior Secretary as President Trump tasks him to boost drilling in the US.
2052635875201097,Pro-Energy,Republican Texas Rep. Jodey Arrington introduced a bill Wednesday to restrict future U.S. presidents from imposing an export ban on crude oil without first providing valid reasoning.
1068120675087448,Pro-Energy,"The United States' decline has been halted, as the leader of the free world is already diligently working on key initiatives. In his first hours of business, President Trump implemented several significant policies, including withdrawing from the Paris Climate Accord, abolishing the Green New Deal, terminating the electric vehicle mandate, and reversing orders on drilling in Alaska. As President Trump was busy dismantling policies from the Biden Era, former President Biden was granting pardons to five members of his family. Yesterday was a historic day for America as Trump signed 42 executive orders, memorandums, and proclamations. He took over 200 executive actions, gave three speeches throughout the day, and attended three balls late into the night. President Trump is swiftly implementing measures to restore America's greatness. Pray for our president’s good health, safety, and well-being for his family as he moves forward."
1202738527887179,Pro-Energy,"As President Joe Biden’s lone term comes to an end, the administration has unleashed a torrent of executive orders, regulatory decisions, and bureaucratic maneuvers, signaling a deliberate and calculated attempt to hamstring the incoming Trump administration. This flurry of last-minute activity, cloaked under the guise of policy-making, is a blatant effort to entrench Biden’s left-wing agenda and erect roadblocks that will stymie President Trump’s plans to restore economic growth, lower consumer costs, and unleash American energy independence. Among the most egregious of these actions is Biden’s newly announced offshore drilling ban—a sweeping policy decision that will have immediate and long-lasting consequences for energy prices, job creation, and America’s energy independence. Equally disturbing are new regulatory moves, such as the National Institutes of Health’s (NIH) Intramural Research Program Access Planning Policy, a measure that targets intellectual property rights and disrupts the free-market innovation ecosystem. These decisions reveal the Biden administration’s true priorities: empowering bureaucrats and activists at the expense of working families and seniors. The Off …"
1537865750258294,Pro-Energy,"Fighting for our jobs and our nation's resources - Trump Rally Speech (Butler, PA) Thank you, President Trump! Thank you, Butler! #EnergyIndependence #OGWA #AmericanJobs #EnergyIndependence #OGWA #DrillBabyDrill #SupportAmericanWorkers #Trump2024 #JobSecurity #Leadership"
1100330228493596,Pro-Energy,"Joe Biden is a son of a bitch. Hundreds of thousands of Alaskans rely on natural gas from the Cook Inlet to heat and electrify their homes, churches, schools, and workplaces. Actions like this should serve as a permanent reminder that the Democrat machine is more than happy to sacrifice us all in the name of their sanctimonious, socialist-driven, climate science™ religion. Biden To Ban Offshore Drilling In Atlantic, Pacific https://www.zerohedge.com/commodities/biden-attempts-sabotage-trumps-drill-baby-drill-proposed-ban-new-offshore-drilling"
890432506498453,Pro-Energy,"President Donald J. Trump and his team are ready to get to work on Day 1. There is much to be done in order to unwind the many failures of the Biden administration, and Republicans in the Congress are getting to work on efforts to do just that. https://www.eenews.net/articles/trump-promises-to-undo-biden-lame-duck-drilling-ban/"
887581780027451,Pro-Energy,"At Chevron, we employ our neighbors to deliver the energy Colorado needs.???,At Chevron, we employ our neighbors to deliver the energy Colorado needs.???"
2793501434143554,Pro-Energy,"Working alongside you as Colorado’s largest oil and natural gas producer.,Working alongside you as Colorado’s largest oil and natural gas producer.,Working alongside you as Colorado’s largest oil and natural gas producer."
436423292656154,Pro-Energy,"Trump's pick for Interior Secretary likely to increase drilling on federal land To run the U.S. Department of the Interior and supervise drilling on federal land, President-elect Donald Trump last week selected Doug Burgum, a billionaire former software executive and real estate developer who has served as North Dakota’s governor since 2016. As governor, Burgum oversaw one of the most prolific oil and gas states in the U.S., ranking third after Texas and New Mexico in oil production. North Dakota is home to the Bakken formation, one of the richest oil production areas in the U.S. If confirmed by the Senate, Burgum would oversee the federal agency most in charge of oil and gas leasing and development in federal coastal waters and on federal lands. Trump’s agenda calls for a massive expansion of oil and gas production. The Heritage Foundation’s Project 2025, often seen as a playbook for the next Trump Administration, calls for a rollback of Biden’s efforts to reduce leasing on federal lands, as well as to “conduct offshore oil and natural gas leases to the maximum extent possible.” How exactly the Trump Administration would boost oil and gas production is unclear, given that the U.S. …"
1095249678330654,Pro-Energy,The average gas prices in Texas hovered around $1.70 or less before the Biden administration took control. Now we have the chance to return to those prices and ease the burden on Texas families by drastically expanding our energy capacity and drilling right here in America.
1289948332459276,Pro-Energy,"With U.S. President-elect Donald Trump two months away from taking office and able to act on his campaign promises, energy executives are lining up to offer new proposals to the mix, according to @[100059422245844:2048:Reuters]. Trump has vowed to scrap offshore wind projects, roll back climate regulations, open more federal lands and waters to oil and gas drilling. Advisors have prepared executive orders to quit the Paris climate agreement that ties the U.S. to emissions reductions."
595090576524855,Pro-Energy,"The New Dawn: Oil Exploration in Somalia 1. Introduction The discovery and exploration of oil reserves in Somalia mark a new era for the country, promising significant economic growth and development. With its vast potential, oil exploration holds the key to transforming Somalia's economy and uplifting the lives of its people. As one of the world's most sought-after resources, oil has the power to attract foreign investments, create job opportunities, and boost government revenues. The significance of oil exploration in Somalia cannot be understated, as it has the potential to bring about a much-needed wave of prosperity and progress. The country's economy, which has long been plagued by instability and poverty, can finally experience a positive turn of events as oil exploration begins. The revenue generated from oil exports can be used to invest in critical sectors such as infrastructure, education, and healthcare, thereby improving the overall standard of living for the Somali people. Additionally, the development of the oil industry can lead to the creation of a skilled workforce, with training and employment opportunities for the local population. Furthermore, oil exploration i …"
858033166543101,Pro-Energy,"Pennsylvania has a long history of coal mining, and while it still produces millions of tons of coal a year, new technologies in drilling and extraction have made the state ground zero for the shale natural gas boom. https://thesteelsignal.com/frack-to-the-future-where-does-pennsylvanias-energy-industry-stand/"
520616840870521,Pro-Energy,"JOE BIDEN HAS CRUSHED ALASKA OIL PRODUCTION. Under the “leadership” of Joe Biden and Deb Haaland, Alaskan oil production lags a number of states in the lower 48, including Deb Haaland’s home state of New Mexico! Alaska's only Representative in the U.S. House, Mary Peltola, supports Joe Biden for President and has actually received campaign donations from Deb Haaland. Joe Biden has made his stance on Alaskan development perfectly clear: ""[Drilling in the Arctic] is a big disaster."" “No more drilling on federal lands, period, period, period.” ""My strong inclination was to disapprove of [Willow] across the board. But the advice I got from counsel was if that were the case, I might very well lose in court to the oil company and then not be able to do what I really want to do beyond that, and that is conserve significant amounts of Alaskan sea and land forever."" - Joe Biden"
1282594656448152,Pro-Energy,"We're putting a spotlight on Petroleum Alliance members — meet Jacob Bruster, marketing representative at @unitdrillingcompany. Jacob comes from a long line of Unit workers, including his father and grandfather! He credits his current position to his grandpa who was a PFC in the Army during WWII and worked on drilling rigs all over Oklahoma, the Middle East and Australia. We asked Jacob his favorite part about working in the industry, and he said hands down it's the people. ""Some of the greatest minds and just flat-out nicest people in the world work in our industry."" We couldn't agree more! Want to know more fun facts about Jacob? Click the link in our bio!"
490287063619796,Pro-Energy,"Life just keeps getting more expensive, and Washington is a big part of the problem. So I’m fighting back. I voted to force President Biden to expand drilling to tackle energy costs and took on drug companies to lower prescription costs. I’ll stand up to anyone to defend Montana and our way of life."
1219636476128726,Pro-Energy,"Everything has gotten more expensive, making it hard for Montanans to get by. Washington is part of the problem. That’s why I voted to force Biden to expand drilling to tackle energy costs. I’ll keep defending Montana with all I’ve got."
2271602319844531,Pro-Energy,I’ll take on anyone to defend Montana’s way of life. Whether it’s bureaucrats in Washington trying to enact more dumb regulations or President Biden and Democrats trying to give people even more money without anything in return. I’m fighting to lower costs for Montana families.
882173757138209,Pro-Energy,"Trump’s policies focus on what matters, supporting American workers and families across the nation. #OilAndGas #OilField #NaturalGas #Petroleum #Drilling #RigCount #OilAndGasLife #OilIndustry #OilAndGasJobs #OilAndGasExploration"
467869636246052,Pro-Energy,"Look, the last thing we need is more dumb rules out of Washington. That’s why I stood up to President Biden when he tried to enact more regulations on Montana, voted to force Biden to expand drilling to lower energy costs, took on drug companies to lower prescription costs, and stood strong against Democrats who wanted to give people even more money without anything in return. I’ll take on anyone to defend Montana."
886781236673609,Pro-Energy,"After the truth is spoken, the debate is over. #Pipeline #Oil #OilPrices #GasPrices #OilAndGas #EnergyIndependence #EnergySecurity #OilIndustry #FossilFuels #NaturalGas #Petroleum #OilField #Drilling #EnergySector #EnergyProduction"
365319576675155,Pro-Energy,We’re on the edge of full-blown communism. The first step to saving our country? Re-elect President Trump on November 5th. ???? #OilAndGas #OilField #NaturalGas #Petroleum #Drilling #RigCount #OilAndGasLife
1724778354728370,Pro-Energy,"Fighting for our jobs and our nation's resources - Trump Rally Speech (Butler, PA) Thank you, President Trump! Thank you, Butler! #EnergyIndependence #OGWA #AmericanJobs #EnergyIndependence #OGWA #DrillBabyDrill #SupportAmericanWorkers #Trump2024 #JobSecurity #Leadership"
1023698392448282,Pro-Energy,"Since 2012, Pennsylvania’s natural gas industry has fueled more than just energy—it’s driven prosperity across the state through substantial impact fees. With over $2.5 billion contributed, these funds have enhanced infrastructure, environmental initiatives, and public safety in every corner of Pennsylvania, including areas without drilling activity. Here’s why this matters:"
1931182854390394,Pro-Energy,I am the only candidate for US Senate that is opposed to 'Green New Deal' boondoggles like Carbon Sequestration. This is a scam perpetrated on taxpayers and good citizens of Louisiana. I'm 100% opposed to private companies coming in with the power of eminent domain to seize private land for C02 storage. Join us in this fight at https://flemingsenatecampaign.com/donate/
1519767489009448,Pro-Energy,"""We want to end the Green New Deal scam, and we want fiscal responsibility again in the United States of America. And by ending the 45Q tax credits, it does both of those things,"" says Jon Hansen on this week's episode of the ""Heart of Rural America"" podcast airing on Apple + Spotify."
1065665695727095,Pro-Energy,"Contrary to what Congressman Dusty Johnson says, it's not ""Fake News"" to have questions about a bill. It's not ""attention seeking"" to vocalize concerns about the impacts HR4135 will have for landowners. And it's not a ""Lie"" to read a document where we can plainly and clearly see that CO2 pipelines, are, in fact, referenced on the dashboard Dusty is encouraging the use of through this bill. South Dakota has spoken clearly and definitively on Green New Deal Carbon Pipeline Scams. URGENT: If you're a farmer and rancher who cares about preserving your land, legacy, and God-given private property rights, contact Dusty's office today or catch him at @[100064697499172:2048:The Brown County Fair], @[100063638440703:2048:Dakotafest], or @[100069290243074:2048:South Dakota State Fair] and tell him to withdraw HR4135 today."
1263453158273640,Pro-Energy,"South Dakotans have spoken definitively on forcing taxpayers to fund Green New Deal projects like CO2 pipelines. They have fought tirelessly to protect their private property rights. And they have voted to reject any law that would undermine local control. Despite all of that, Congressman Dusty Johnson recently introduced a bill that contradicts all that we hold dear. Contact Dusty today, and urge him to pull HR4135. Because in South Dakota, we may be open for business, but we are not for sale.,South Dakotans have spoken definitively on forcing taxpayers to fund Green New Deal projects like CO2 pipelines. They have fought tirelessly to protect their private property rights. And they have voted to reject any law that would undermine local control. Despite all of that, Congressman Dusty Johnson recently introduced a bill that contradicts all that we hold dear. Contact Dusty today, and urge him to pull HR4135. Because in South Dakota, we may be open for business, but we are not for sale."
720174760739622,Pro-Energy,What YOU need to know for your TAXES: ??Standard Deduction Increase ?? Child Tax Credit Increase ?? Senior Deduction Bonus 65+ ??Tip Earnings Deduction ?? Overtime Pay Deduction ?? Deduct Car Loan Interest ??Government Funded Savings Account for Newborns ?? Paid Family and Medical Leave EXTENDED ?? Bonus Depreciation Restored PERMANENTLY ?? Qualified Business Income Deduction (QBI) now PERMANENT ?? Section 179 Expenses Increased ?? Green New Deal Subsidies nearly gone ?? and many more…. #onebigbeautifulbill
752831477297347,Pro-Energy,The House Freedom Caucus says it's time for Congress to STAND with President Trump in opposing the Green New Deal Scam! http://FreedomCaucus.org
10031240606960846,Pro-Energy,Biden's Green New Deal could cost $2 trillion. Senator Crapo Can Deliver for President Trump and Repeal Biden’s Boondoggle
726390476466585,Pro-Energy,"Stand Up for Taxpayers – Repeal Biden’s Green New Deal!,Stand Up for Taxpayers – Repeal Biden’s Green New Deal!"
754322950368012,Pro-Energy,The House Freedom Caucus fully supports President Trump's promise to end the Green New Scam. Now is the only chance we have to do that. The country is depending on HFC to help deliver for the President.
496914586813492,Pro-Energy,"Biden’s Green New Deal Could Cost $2 Trillion. Senator Lee: Thanks for Fighting to repeal it.,Biden’s Green New Deal Could Cost $2 Trillion. Senator Lee: Thanks for Fighting to repeal it."
1090189199786196,Pro-Energy,The Green New Deal weakens America — West Virginia coal makes us strong Honored to speak as a panelist alongside Senate Energy Chairman @[100058296611064:2048:Senator Chris Rose] and Senator @[1658694085:2048:Scott Fuller] during the @[100067889601465:2048:West Virginia Coal Association] 2025 meeting. Great work being done by Chris Hamilton and the Association to fight for WV Coal! @[100064506167483:2048:Friends of Coal]
1104691751540355,Pro-Energy,The far left wants to bring their Green New Deal liberal fantasy to Georgia. Commissioner Tim Echols is fighting to stop them at the state line. Let’s keep Georgia CONSERVATIVE. Keep Tim Echols fighting for us on the Public Service Commission. Vote June 17th!
1822381378308864,Pro-Energy,I was honored to stand with President Trump at the White House as he signed my bill which permanently removes Biden’s burdensome regulations on walk-in coolers & freezers. This legislation protects hardworking Americans from the crushing costs of the left’s failed Green New Deal policies. I want to hear from you – Do you agree with President Trump and this legislation?
702000785944109,Pro-Energy,Biden's Green New Deal could cost $2 trillion. Why is Senator Curtis protecting these liberal subsidies?
1586654392007126,Pro-Energy,"The House Freedom Caucus delivered big wins this week in the House. It's time for these America First wins listed below to be locked in over in the Senate, not bargained away. · Boosted Deficit Reduction 400% from $300 Billion to $1.5 TRILLION! · Fully funded defense so liberals cannot leverage national security to fund their woke agenda. · Medicaid Work Requirements in 2026, NOT 2029! · Major Green New Deal Subsidies Eliminated and others cut back dramatically requiring projects be operational before Trump leaves office. · Protects Seniors by equalizing Medicaid Reimbursement Rates. · Illegal Aliens Removed from Medicaid, Welfare Programs and no longer eligible for tax subsidies. · No Medicaid Money for Sex Change Operations on both adults and children. · Taxation and Regulation of Firearm Suppressors Ended."
883656617278140,Pro-Energy,"Join us for a Property Rights Victory Celebration on June 13 in Aberdeen, South Dakota! South Dakota farmers, ranchers, and land owners have led the way in securing our private property rights and protecting the people from an out-of-state, foreign-backed Green New Deal carbon sequestration boondoggle. While the fight continues, we have many hard-earned victories to celebrate, including: - Defeating RL21 (SB201), the fake ""landowner bill of rights"" with 59% of the vote in 65 of 66 counties - Voting out 13 legislators who sold out to the carbon pipeline scam - Securing the SD Senate & House leadership with legislators who stand strong with landowners - Locking in private property rights advocate Jim @[61568956150056:2048:Eschenbaum] to lead the SD GOP - Passing HB1052 to eliminate eminent domain for C02 pipelines And the grassroots South Dakota landowner movement grows with each passing day and is just getting started... Our Property Rights Victory Celebration is open to all, including our friends in the fight in Iowa and North Dakota. Featured speakers will include Senator @[61558098662562:2048:Mark Lapka], Speaker Pro Tem Karla Lems, Senator Joy Hohn, Jared Bossly, Amanda Radke, J …"
640358328998415,Pro-Energy,"Property rights are under attack again! A House Energy and Commerce proposal for the budget reconciliation bill would override state laws that protect landowners’ private property rights from being taken by Green New Deal carbon sequestration pipeline companies. The proposal blocks any state or local law that requires approval for a carbon pipeline’s location. Congressman Dusty Johnson, do the right thing: Kill this proposal, and then repeal the 45Q tax credit that’s funding this scam with our tax dollars. Call Dusty Johnson's DC Office at 202.225.2801 and demand it. #DustyJohnson #southdakota #propertyrights"
1428207405150165,Pro-Energy,"Utility Bills Have Hit Families Hard On City Council, I fought to use Casino tax revenue to lower utility bills on Danville residents. In Richmond, I will work to lower your utility bills and oppose any of the Green New Deal policies that will create unreliable power and increase electric costs."
670118475822759,Pro-Energy,The Green New Scam is dead thanks to President Trump!
1338355633947989,Pro-Energy,"RESPOND NOW! Republicans promised to cut spending and provide tax relief, but some are now pushing for tax increases instead. Tell the D.C. politicians that it’s time to cut Biden’s wasteful Green New Deal – NOT raise taxes."
674053025405346,Pro-Energy,"Biden’s Green New Deal is nothing but a taxpayer-funded giveaway to green energy scammers. Cutting it is common sense, and it helps pay for Trump’s tax cuts that actually help working Americans."
2137746886668366,Pro-Energy,"Big Government should not be telling Iowans which household appliances they can or can’t buy. That’s why I voted to stop Biden-era green mandates on household appliances. We need to focus on lowering costs for our families, not implementing the radical Green New Deal agenda."
644074185054619,Pro-Energy,"An audit revealed $800 million in misspent taxpayer dollars at the Department of Energy—and that's just the beginning. In this episode, Jeremiah Mosteller, Policy Director at Americans for Prosperity, joins David From to expose how the agency charged with America’s energy future is riddled with waste, inefficiency, and programs that benefit big corporations at your expense. From a federal power-marketing agency selling below-market rates to utilities, to EV subsidies going to companies pulling back on production, the DOE’s track record raises serious questions. And with the total potential taxpayer savings in this series now at $549.5 billion, it’s clear there’s a lot more to cut. Think you’ve got an idea to reduce government waste? Submit yours at DogeIdea.com."
1053743796655289,Pro-Energy,"Thrilled to join Stinchfield Tonight to discuss how WV's coal & gas can fuel President Trump's vision for America as the high-tech superpower, outpacing China. West Virginia is powering America’s future!"
678429934683841,Pro-Energy,"No April fools here, the Democrats' priorities really are undermining our state. Instead of backing public policy to improve Illinois, the Democratic supermajority has chosen to push their radical priorities, to include a few Green New Deal scams, legalizing magic mushrooms, voting from prison, and banning plastic grocery bags and straws. We can and must do better for Illinois! #illinoishouserepublicans #illinoishouseofrepresentatives #AprilFoolsDay"
1410074106662630,Pro-Energy,"What will California's green new deal cost you? Click to read the study and learn how much you'll be paying.,What will California's green new deal cost you? Click to read the study and learn how much you'll be paying.,What will California's green new deal cost you? Click to read the study and learn how much you'll be paying."
1854516642009630,Pro-Energy,Making Energy Great Again? #MAGAWatts #AmericanMade #AmericanMadeMilitaryGrade #LakeHavasu
986136549768780,Pro-Energy,"The Environmental Protection Agency (EPA) was created to safeguard air and water quality, but has it gone too far in expanding its reach? In this episode of American Potential, host David From is joined by Jeremiah Mosteller, Policy Director for Americans for Prosperity, to expose how the EPA is using taxpayer dollars for programs that go far beyond its core mission. From $600 million in grants just to help groups apply for more funding, to $3 billion allocated for union jobs under the guise of environmental initiatives, the agency’s spending raises serious concerns about efficiency and oversight. We also dive into the controversial Green Bank program, the burdensome bureaucracy causing some grant recipients to reject EPA funding altogether, and the duplication of spending across multiple agencies. With the goal of cutting $2 trillion in government waste, this episode highlights real solutions to rein in excessive spending. Plus, find out how you can submit your own ideas to help identify wasteful government programs. Tune in to uncover the truth about how your tax dollars are being spent!"
974709331430540,Pro-Energy,The rhetoric from the democrats las led to violent acts & threats against Tesla owners & their vehicles & vandalism against Tesla charging stations & dealerships ! These violent criminals are threatening Elon Musk with death threats & assassination! These threats cannot be taken lightly. These are the same threats that led to two assassination attempts against Donald Trump ! The DOJ & the FBI & all law enforcement agencies must immediately crack down on these criminals publicly & punish them to the fullest extent of the law ! Elon Musk is doing his job & stopping Billions if not Trillions of dollars of waste fraud & abuse by the corrupt democrats & some establishment republicans who stayed in power by embezzling the American people for decades & stole from the people ! This fraud involves the entire government & USAID is just a small part The “ Green New Deal” & the “ Climate Change “ or “Global Warming” hoaxes are just two programs of hundreds of fraudulent money laundering & kickback schemes !
1684862509088303,Pro-Energy,"I have been receiving a lot of calls and messages from my fellow Nebraskans across the state. Big ""clean"" energy companies are bullying their way into their areas looking to build more wind and solar farms. Nebraskans do not want these inefficient eye sores destroying the beautiful Nebraska landscape near their homes and property. Who can blame them? The ""clean"" energy scam is a growing issue in Nebraska. Foreign ""clean"" energy special interests see Nebraska as an easy target. As of December 31, 2021, at least 52,000 acres of agricultural land in Nebraska was under some form of foreign based ""clean"" energy ownership. This excludes land under long-term clean energy leases. Foreign entities are buying up our farmland for their green new deal scam. Fortunately, Nebraskans are fighting back. Across the state from the Sandhills, to Gage County, Nemaha County, Cass County, and other locations; landowners are fighting back and winning. Unfortunately, they are losing some too. The Lancaster County Board recently approved a massive solar farm near Hallam despite strong opposition from the community and nearby landowners. One Lancaster County Commission was quoted as saying, ""The only people …"
590310836735222,Pro-Energy,"As many West Virginians struggle under the weight of Biden’s inflation, some Republicans want to give our money to woke Green New Deal corporations! Use this form to tell your elected officials to REJECT The Green New Deal Agenda!,As many West Virginians struggle under the weight of Biden’s inflation, some Republicans want to give our money to woke Green New Deal corporations! Use this form to tell your elected officials to REJECT The Green New Deal Agenda!,As many West Virginians struggle under the weight of Biden’s inflation, some Republicans want to give our money to woke Green New Deal corporations! Use this form to tell your elected officials to REJECT The Green New Deal Agenda!"
1190312459397953,Pro-Energy,NJ Democrats want crazy Green New Deal policies that cost you more. Republican Jon Bramnick fought them every step of the way. -Stop the extreme environmentalists from driving up our utility bills -End Phil Murphy’s expensive electric car mandates -Halt billion-dollar giveaways to failing off-shore wind companies -Promote all-of-the-above energy including nuclear and natural gas to increase supply and lower bills
