cid,text,stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
bafyreibyy5d4y6qcp6wzcsxb7osq635jw6f7vfbigq5txr5bhb26ktnrue,"{𝗮𝙅𝙎𝘿} 𝙸𝙲𝚈𝙼𝙸︱85+ scientists blast DoE’s climate report as error-ridden, accusing RFK Jr.’s Trump-aligned agency of cherry-picking data to downplay threats. Critics warn it’s cover for scrapping the endangerment finding, with EPA chief Zeldin vowing to drive a ❝dagger❞ into climate rules.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094941265576921,?? You're paying 2x more for electricity because solar customers don't pay their share. How? The Rooftop Solar Loophole! Amending AB 942 will close the loophole bringing real rate relief to those being unfairly overcharged. ? Fair bills ? Lower monthly costs ? Energy justice for everyone ?? Tell lawmakers: Amend AB 942 and lower energy rates rates for Californians now. ?? Sign the petition today,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499146559787759,"We are excited to work with more faith communities to install solar power in their facilities. This is a great opportunity to lower energy bills and make more funds available for ministry, address climate change and care for our sacred creation.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747746076109181,"Some of the smartest people on the planet have marshalled their talents (and trillions of dollars) to move the world beyond fossil fuels. So why have they accomplished … almost nothing? Between 2015 and 2023, the world invested over $12 trillion in alternative energy. By the end of that period, we were investing nearly twice as much in renewables as we were in fossil fuels. The result: Between 2013 and 2023 the percentage of global energy derived from fossil fuels declined from 82% … to 80%. What explains fossil fuels’ continued dominance as the world’s primary energy source? For starters, fossil fuels are efficient. A single oil well in the Permian Basin of West Texas generates as much energy as *ten* 330-feet high windmills. Second, they’re reliable. Coal and natural gas electric plants can generate their maximum amount of power far more often than either wind or solar plants. Third, storage. Storing energy from fossil fuels for a month is about 30 times less expensive than using the batteries required for renewable power. Also, America’s largest use of energy is for transportation, nearly 90% of which comes from oil-based fuels. Why? Because alternatives can’t match their perfor …",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreibjgv6jtq4x6azaxzk2k576qdp6ol6xoxvcacd6plrsqferzfwhm4,How do you avoid tariffs? You buy American! It will take time for US based production to recover from losses to foreign competitors. Where was all this concern about prices when Biden created massive inflation with inefficient spending included in the inflation reduction act/green new deal?,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310478690417814,"Don and Brian, miners from Core Natural Resources, thank President Trump for supporting coal during a recent visit to the White House for the Executive Order signing. A proud day for American energy. Learn why coal still matters at theCOALhardtruth.com.,Don and Brian, miners from Core Natural Resources, thank President Trump for supporting coal during a recent visit to the White House for the Executive Order signing. A proud day for American energy. Learn why coal still matters at theCOALhardtruth.com.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiekvkipv3wofosglffhdleh6bxu3aha6ctwljzul6fqhaiguq56mm,"A new LNG import terminal would set us back decades in our shift to the clean energy future that's now within our grasp.
With more wind and solar, we could have less pollution, cheaper electricity prices, and safer, healthier towns and cities.
petition.act.greenpeace.org.nz/clean-energy...",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreievo75jizjcxp75xix75khw6vf3rve43dqlkaygwixdec4f5x2ije,Presently sure. Climate change is a cumulative disaster and its western culture that drove almost all of it.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreighws6un6xgmknyvjzim554iystjzt5vsdkkf5wd4y7wytbmsjou4,Looks like we are going from a Prius economy strategy to address climate change (all of the above energy sources) to a 2006 Ford Explorer strategy: lots of fossil fuel at least when it runs. Not clear which may be more effective in reducing GHGs.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiaeox3bdwd2pu55jtr6dbhztomqk2kdt5yn2fhdiqbw2tnsy3gipi,An irrational argument. The data is what counts. Lysenkoism is rife in the pseudo-science of Climate Alarmism. When data falsifies CA claims they claim 'denial groups'. The data is clear and unambiguous. The geological data has shown temporal difference between T and CO2 a very long time. #auspol,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiev2rvc2rcbavl3hgfqgkt3hf4nuvf2q4v3siv5r25t3ob6uxtj4m,"hey if we're going to tariff ourselves out of having enough aluminum to meet demand, does that mean we can go back to more sustainable packaging instead of cans?",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreif4sjsym4bljuzuzse3mwl3tucjaqurntidsawpaj4itf3qj2atp4,Can somebody find a way of doing this for him but for climate change mitigation and/or basic human decency?,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
